invoiceID,customerID,prodID,saleDate,amt,qty,discounted
3438,2,1,2006-06-25,10558.08,64,0
3593,15,1,2009-02-12,4619.16,28,0
3654,19,1,2010-06-22,21281.13,129,0
3726,16,1,2006-09-01,12042.81,73,0
3772,22,1,2006-05-31,5444.01,33,0
3824,8,1,2008-03-01,17156.88,104,0
3866,15,1,2008-08-27,17816.76,108,0
3965,7,1,2005-10-16,17651.79,107,0
4132,26,1,2009-05-26,6268.86,38,0
4170,37,1,2008-02-26,5938.92,36,0
4172,13,1,2010-03-05,9403.29,57,0
4232,12,1,2010-08-05,13857.48,84,0
4235,28,1,2009-08-24,2144.61,13,0
4340,5,1,2009-08-10,27714.96,168,0
4406,19,1,2010-03-23,22765.86,138,0
4415,37,1,2007-02-23,30024.54,182,0
4430,35,1,2005-04-14,4124.25,25,0
4721,9,1,2005-08-10,7423.65,45,0
4983,35,1,2005-08-14,4454.19,27,0
5161,28,1,2009-01-18,9238.32,56,0
5221,38,1,2006-12-25,32334.12,196,0
5232,32,1,2009-09-07,5279.04,32,0
5319,1,1,2007-06-02,29694.6,180,0
5488,19,1,2009-09-23,32829.03,199,0
5669,2,1,2009-03-17,19631.43,119,0
5677,18,1,2010-05-12,29529.63,179,0
5711,35,1,2006-09-23,17321.85,105,0
5725,15,1,2008-05-22,18971.55,115,0
5880,4,1,2007-02-19,32169.15,195,0
6278,16,1,2009-03-01,22600.89,137,0
6286,22,1,2010-05-24,16002.09,97,0
6351,17,1,2010-03-17,22765.86,138,0
6410,22,1,2010-09-29,18311.67,111,0
6463,39,1,2007-03-05,9403.29,57,0
6480,40,1,2005-07-16,11547.9,70,0
6572,29,1,2010-03-16,14022.45,85,0
6698,24,1,2006-03-03,19136.52,116,0
6758,9,1,2007-01-20,22435.92,136,0
6797,18,1,2006-05-05,29199.69,177,0
6814,25,1,2006-06-12,3299.4,20,0
6829,32,1,2010-09-08,5279.04,32,0
6923,36,1,2006-06-26,26395.2,160,0
7092,19,1,2009-03-02,7093.71,43,0
7112,32,1,2009-12-06,4949.1,30,0
7182,27,1,2008-02-06,22930.83,139,0
7194,33,1,2005-01-31,6928.74,42,0
7293,7,1,2009-03-06,25075.44,152,0
7299,26,1,2009-02-25,4784.13,29,0
7418,16,1,2010-02-15,24250.59,147,0
7440,16,1,2008-06-12,9073.35,55,0
7471,17,1,2009-07-21,9403.29,57,0
7543,35,1,2010-04-11,30849.39,187,0
7707,30,1,2009-09-15,5608.98,34,0
7987,13,1,2009-08-15,24250.59,147,0
8012,2,1,2006-05-27,32994,200,0
8132,31,1,2008-08-16,28209.87,171,0
8207,4,1,2005-07-14,13032.63,79,0
8240,24,1,2007-05-15,32664.06,198,0
8244,13,1,2005-07-27,32664.06,198,0
8289,28,1,2007-03-21,30684.42,186,0
8293,38,1,2008-11-10,15012.27,91,0
8296,34,1,2010-01-09,3134.43,19,0
8358,34,1,2008-10-13,10393.11,63,0
8367,5,1,2009-03-14,29199.69,177,0
8560,32,1,2008-10-12,9403.29,57,0
8607,39,1,2008-04-10,7093.71,43,0
8702,15,1,2006-06-27,18476.64,112,0
8806,11,1,2010-01-03,12207.78,74,0
8861,26,1,2008-07-26,20126.34,122,0
8893,1,1,2009-11-21,17486.82,106,0
8985,16,1,2006-11-22,32334.12,196,0
9081,19,1,2006-05-20,30024.54,182,0
9109,12,1,2006-09-18,5444.01,33,0
9192,35,1,2006-07-15,14847.3,90,0
9222,39,1,2010-09-13,29199.69,177,0
9321,34,1,2010-03-02,20951.19,127,0
9523,3,1,2007-03-26,26230.23,159,0
9680,4,1,2010-05-29,23095.8,140,0
9733,6,1,2008-08-08,4949.1,30,0
9735,11,1,2010-06-10,29364.66,178,0
9768,4,1,2008-12-10,3299.4,20,0
9792,2,1,2009-04-01,5114.07,31,0
9866,7,1,2006-11-08,1649.7,10,0
9924,4,1,2007-06-29,3299.4,20,0
9955,37,1,2006-10-16,24580.53,149,0
10144,32,1,2010-08-11,26065.26,158,0
10260,8,1,2010-06-25,7753.59,47,0
10294,12,1,2009-12-15,21446.1,130,0
10475,12,1,2007-01-09,19136.52,116,0
10479,40,1,2009-02-05,6433.83,39,0
10509,39,1,2008-10-13,26065.26,158,0
10593,33,1,2007-01-21,21446.1,130,0
10746,29,1,2008-06-12,7423.65,45,0
10868,6,1,2006-08-24,22105.98,134,0
11001,24,1,2009-04-25,3464.37,21,0
11142,25,1,2006-06-17,25570.35,155,0
11212,38,1,2009-03-25,18806.58,114,0
11262,11,1,2005-04-05,2969.46,18,0
11310,20,1,2008-05-20,3629.34,22,0
11344,16,1,2009-10-25,9568.26,58,0
11441,19,1,2008-09-18,23260.77,141,0
11589,16,1,2005-08-04,18641.61,113,0
11866,29,1,2009-04-17,32829.03,199,0
11873,26,1,2009-02-05,22435.92,136,0
11998,28,1,2008-09-21,3134.43,19,0
12275,15,1,2007-01-05,8743.41,53,0
12329,38,1,2010-01-08,17651.79,107,0
12330,28,1,2009-05-30,16826.94,102,0
12366,40,1,2010-03-15,22600.89,137,0
12382,33,1,2005-06-28,27385.02,166,0
12438,1,1,2008-12-01,30684.42,186,0
12491,38,1,2008-08-22,27549.99,167,0
12540,17,1,2007-03-30,30024.54,182,0
12568,12,1,2010-04-09,5773.95,35,0
12707,35,1,2009-03-10,13692.51,83,0
12818,37,1,2007-10-04,11052.99,67,0
12977,12,1,2006-10-06,21611.07,131,0
13007,12,1,2005-11-14,17816.76,108,0
13054,20,1,2010-01-09,17156.88,104,0
13294,24,1,2005-07-15,19961.37,121,0
13417,26,1,2010-02-17,31674.24,192,0
13478,29,1,2006-04-06,5773.95,35,0
13486,25,1,2005-03-03,29034.72,176,0
13662,9,1,2008-12-19,11877.84,72,0
13668,13,1,2007-06-10,10723.05,65,0
13711,25,1,2007-03-08,31674.24,192,0
13817,29,1,2008-11-10,6763.77,41,0
13931,34,1,2007-06-27,14187.42,86,0
13964,6,1,2006-11-15,30354.48,184,0
13981,20,1,2005-02-25,26230.23,159,0
14024,38,1,2009-04-30,3464.37,21,0
14117,12,1,2009-04-22,27055.08,164,0
14164,19,1,2008-11-01,3299.4,20,0
14197,24,1,2009-03-31,23260.77,141,0
14262,2,1,2006-05-13,10393.11,63,0
14276,16,1,2005-01-15,6598.8,40,0
14283,19,1,2006-05-14,12042.81,73,0
14345,6,1,2008-10-20,19136.52,116,0
14685,30,1,2009-02-21,24415.56,148,0
14697,17,1,2005-01-04,17651.79,107,0
14782,22,1,2005-09-19,21611.07,131,0
14816,23,1,2005-10-17,9073.35,55,0
14864,30,1,2006-07-27,8908.38,54,0
14946,19,1,2010-10-12,18641.61,113,0
14949,3,1,2009-04-14,7258.68,44,0
14968,26,1,2006-03-07,13527.54,82,0
15014,20,1,2006-07-12,6103.89,37,0
15047,28,1,2008-11-16,29364.66,178,0
15144,17,1,2008-09-28,2969.46,18,0
15179,19,1,2007-09-13,11712.87,71,0
15235,15,1,2007-05-21,12702.69,77,0
15370,36,1,2007-01-22,32664.06,198,0
15437,31,1,2009-12-02,11877.84,72,0
15561,35,1,2008-10-21,14682.33,89,0
15614,2,1,2008-10-18,17486.82,106,0
15749,18,1,2009-02-26,3299.4,20,0
15755,26,1,2006-05-22,16497,100,0
15820,39,1,2009-03-25,7258.68,44,0
15839,5,1,2010-03-12,10228.14,62,0
15875,28,1,2006-09-28,16332.03,99,0
16033,17,1,2009-07-18,12867.66,78,0
16043,9,1,2010-01-27,22435.92,136,0
16054,13,1,2010-02-16,32664.06,198,0
16160,34,1,2010-07-07,13527.54,82,0
16201,6,1,2007-03-08,11877.84,72,0
16253,10,1,2006-02-28,20951.19,127,0
16260,32,1,2009-12-16,9568.26,58,0
16269,11,1,2009-02-05,31179.33,189,0
16270,28,1,2010-03-02,28539.81,173,0
16336,38,1,2006-05-29,13197.6,80,0
16546,28,1,2005-09-30,22930.83,139,0
16564,8,1,2006-11-02,27714.96,168,0
16589,3,1,2005-09-26,7258.68,44,0
16600,14,1,2005-06-20,1649.7,10,0
16623,4,1,2010-02-15,9073.35,55,0
16887,13,1,2008-09-20,7093.71,43,0
16906,18,1,2006-09-12,20126.34,122,0
16938,13,1,2010-05-28,11877.84,72,0
16940,24,1,2007-05-06,32169.15,195,0
16985,23,1,2008-08-04,23920.65,145,0
17010,1,1,2009-11-15,20786.22,126,0
17137,33,1,2005-11-11,16991.91,103,0
17151,35,1,2006-04-20,32004.18,194,0
17264,21,1,2008-07-08,31179.33,189,0
17283,40,1,2008-10-10,5608.98,34,0
17293,40,1,2008-11-01,24085.62,146,0
17454,4,1,2007-02-14,24250.59,147,0
17468,14,1,2006-04-21,11382.93,69,0
17473,27,1,2008-01-27,20951.19,127,0
17528,1,1,2007-03-04,9568.26,58,0
17610,27,1,2009-08-02,6268.86,38,0
17794,28,1,2010-02-13,31344.3,190,0
17820,30,1,2007-09-26,7918.56,48,0
17878,1,1,2007-05-26,5608.98,34,0
17977,11,1,2006-06-02,29859.57,181,0
18014,17,1,2005-03-11,13527.54,82,0
18036,33,1,2009-01-16,15012.27,91,0
18124,3,1,2010-01-08,17651.79,107,0
18297,7,1,2008-06-14,31674.24,192,0
18300,36,1,2009-05-31,16826.94,102,0
18342,37,1,2009-03-06,22600.89,137,0
18380,19,1,2009-07-16,9733.23,59,0
18669,28,1,2007-10-13,14847.3,90,0
18779,5,1,2010-03-18,14187.42,86,0
19039,23,1,2007-10-27,14517.36,88,0
19106,5,1,2005-07-17,7093.71,43,0
19125,9,1,2007-06-07,31509.27,191,0
19159,10,1,2007-02-08,14352.39,87,0
19190,23,1,2007-02-25,16661.97,101,0
19263,30,1,2009-03-29,7918.56,48,0
19315,37,1,2008-08-17,22270.95,135,0
19350,25,1,2007-02-12,4289.22,26,0
19471,14,1,2005-06-25,18971.55,115,0
19482,12,1,2008-09-30,31839.21,193,0
19498,17,1,2007-06-03,18146.7,110,0
19578,14,1,2010-01-25,17816.76,108,0
19597,21,1,2006-08-09,16002.09,97,0
19819,13,1,2005-05-05,8413.47,51,0
19858,32,1,2010-03-27,21116.16,128,0
19947,19,1,2006-02-13,3959.28,24,0
19960,26,1,2006-03-12,12372.75,75,0
19982,40,1,2010-05-02,5773.95,35,0
20050,25,1,2009-06-09,19961.37,121,0
20107,13,1,2007-03-26,9403.29,57,0
20116,22,1,2007-08-02,19961.37,121,0
20205,40,1,2009-03-25,4124.25,25,0
20206,13,1,2007-01-11,31509.27,191,0
20263,21,1,2008-10-12,20291.31,123,0
20456,2,1,2010-03-23,9238.32,56,0
20511,15,1,2008-07-09,2969.46,18,0
20517,24,1,2005-02-17,5938.92,36,0
20527,34,1,2006-06-14,20456.28,124,0
20667,30,1,2008-08-10,30024.54,182,0
20763,30,1,2010-08-12,6433.83,39,0
20838,17,1,2009-02-01,17816.76,108,0
20959,22,1,2009-02-18,8578.44,52,0
20983,33,1,2006-11-13,30024.54,182,0
21044,40,1,2007-11-20,30189.51,183,0
21147,7,1,2007-06-01,15342.21,93,0
21183,27,1,2005-09-16,4619.16,28,0
21189,1,1,2006-09-28,24250.59,147,0
21266,16,1,2006-08-23,30354.48,184,0
21293,18,1,2010-08-25,12042.81,73,0
21412,35,1,2009-03-12,14352.39,87,0
21443,30,1,2005-08-14,25735.32,156,0
21694,16,1,2010-01-20,9073.35,55,0
21739,21,1,2005-06-08,27220.05,165,0
21754,7,1,2007-05-03,6103.89,37,0
21812,7,1,2009-10-17,10063.17,61,0
21815,5,1,2009-01-14,2639.52,16,0
22148,34,1,2008-12-19,2969.46,18,0
22483,29,1,2006-04-30,30024.54,182,0
22538,3,1,2005-06-29,18641.61,113,0
22602,13,1,2007-03-24,20951.19,127,0
22797,25,1,2005-10-31,28374.84,172,0
22909,1,1,2009-08-06,2309.58,14,0
23007,32,1,2009-12-12,16497,100,0
23017,30,1,2007-04-27,32994,200,0
23089,2,1,2009-10-31,27385.02,166,0
23140,11,1,2008-06-07,14847.3,90,0
23193,13,1,2005-06-06,24250.59,147,0
23202,16,1,2008-08-06,7423.65,45,0
23720,32,1,2008-08-25,23425.74,142,0
23808,16,1,2008-04-30,14352.39,87,0
23935,20,1,2005-06-04,23920.65,145,0
24025,38,1,2007-08-20,1649.7,10,0
24258,17,1,2009-02-21,25735.32,156,0
24359,21,1,2007-09-16,11217.96,68,0
24402,6,1,2006-05-06,31839.21,193,0
24404,9,1,2006-03-30,25735.32,156,0
24462,20,1,2007-12-17,21116.16,128,0
24541,2,1,2006-03-23,9733.23,59,0
24681,34,1,2006-12-09,15507.18,94,0
24690,18,1,2008-07-27,11712.87,71,0
24760,4,1,2009-10-21,27714.96,168,0
24771,3,1,2007-03-24,30684.42,186,0
24823,27,1,2005-01-22,19961.37,121,0
24855,40,1,2005-01-28,25075.44,152,0
24874,10,1,2005-09-22,3629.34,22,0
24902,20,1,2009-05-05,17321.85,105,0
24907,6,1,2005-08-14,4784.13,29,0
25091,31,1,2005-08-02,28374.84,172,0
25293,12,1,2008-08-17,10558.08,64,0
25426,16,1,2008-08-10,29694.6,180,0
25507,37,1,2007-08-05,21611.07,131,0
25552,19,1,2010-10-25,23095.8,140,0
25640,31,1,2008-05-22,30024.54,182,0
25714,24,1,2009-03-30,27055.08,164,0
25729,39,1,2008-01-22,30189.51,183,0
25845,22,1,2006-03-21,22765.86,138,0
25972,30,1,2006-11-29,6103.89,37,0
26087,30,1,2010-02-07,30519.45,185,0
26130,23,1,2009-08-20,3464.37,21,0
26185,28,1,2010-01-25,26065.26,158,0
26200,3,1,2006-07-26,20786.22,126,0
26238,22,1,2005-11-20,28704.78,174,0
26282,12,1,2007-02-04,25735.32,156,0
26352,9,1,2007-06-21,8743.41,53,0
26381,33,1,2006-08-06,13362.57,81,0
26478,26,1,2008-10-02,23095.8,140,0
26518,39,1,2010-10-19,15837.12,96,0
26527,13,1,2006-04-24,28374.84,172,0
26529,28,1,2008-07-16,10063.17,61,0
26615,13,1,2005-03-20,10723.05,65,0
26617,28,1,2009-04-22,32829.03,199,0
26634,32,1,2007-10-19,30849.39,187,0
26682,37,1,2008-06-27,28044.9,170,0
26799,25,1,2007-08-26,31179.33,189,0
26834,40,1,2009-04-10,6433.83,39,0
26944,22,1,2010-03-12,15837.12,96,0
26970,34,1,2006-05-11,15672.15,95,0
27292,5,1,2008-01-10,3134.43,19,0
27365,25,1,2006-03-08,5938.92,36,0
27413,19,1,2010-02-03,18476.64,112,0
27569,19,1,2008-01-30,22930.83,139,0
27667,27,1,2007-10-26,11877.84,72,0
27726,24,1,2006-11-19,8083.53,49,0
27848,3,1,2010-04-02,29364.66,178,0
27889,40,1,2007-05-10,4454.19,27,0
27924,39,1,2009-12-20,17816.76,108,0
27983,22,1,2007-05-14,29859.57,181,0
28106,1,1,2005-02-24,21116.16,128,0
28269,21,1,2008-11-20,4289.22,26,0
28376,26,1,2009-09-23,30189.51,183,0
28502,27,1,2007-12-19,2639.52,16,0
28514,27,1,2007-12-04,9403.29,57,0
28656,39,1,2008-05-25,13197.6,80,0
28758,35,1,2008-06-15,2309.58,14,0
28767,17,1,2009-09-06,3464.37,21,0
28800,21,1,2006-06-01,25240.41,153,0
28873,21,1,2007-09-06,11382.93,69,0
28893,17,1,2010-07-18,22270.95,135,0
28913,26,1,2006-08-10,26230.23,159,0
28973,5,1,2005-06-07,2969.46,18,0
29065,29,1,2005-08-11,19631.43,119,0
29211,26,1,2007-10-12,6928.74,42,0
29362,15,1,2009-04-09,4784.13,29,0
29366,22,1,2006-03-29,14187.42,86,0
29477,15,1,2009-12-04,8908.38,54,0
29701,7,1,2005-07-25,18641.61,113,0
29852,35,1,2010-07-15,12867.66,78,0
29858,21,1,2009-07-16,31674.24,192,0
29930,18,1,2008-12-22,2309.58,14,0
29933,25,1,2007-08-16,16332.03,99,0
30019,3,1,2007-04-26,18476.64,112,0
30067,13,1,2007-07-30,17651.79,107,0
30081,26,1,2009-09-16,2474.55,15,0
30205,24,1,2010-02-10,20456.28,124,0
30238,9,1,2006-06-04,13692.51,83,0
30251,33,1,2008-06-29,10063.17,61,0
30319,8,1,2008-10-13,7753.59,47,0
30372,3,1,2005-10-28,32334.12,196,0
30487,6,1,2007-01-23,28539.81,173,0
30522,12,1,2006-06-29,17156.88,104,0
30562,28,1,2009-06-27,3464.37,21,0
30704,3,1,2010-03-16,28704.78,174,0
30761,22,1,2006-11-09,7753.59,47,0
30809,36,1,2010-05-27,28539.81,173,0
30817,23,1,2007-01-12,14352.39,87,0
30961,2,1,2006-11-16,14847.3,90,0
30998,21,1,2008-12-09,17651.79,107,0
31068,19,1,2009-04-27,2804.49,17,0
31212,23,1,2006-08-17,18806.58,114,0
31272,31,1,2007-08-27,16167.06,98,0
31358,9,1,2009-11-22,11217.96,68,0
31360,40,1,2009-09-08,15012.27,91,0
31548,10,1,2010-01-23,19301.49,117,0
31675,40,1,2010-03-26,23590.71,143,0
31678,31,1,2008-02-10,13197.6,80,0
31685,31,1,2008-03-14,21776.04,132,0
31975,2,1,2008-01-26,13527.54,82,0
32045,3,1,2007-07-16,23425.74,142,0
32100,28,1,2010-05-05,13527.54,82,0
32248,37,1,2008-08-03,12867.66,78,0
32250,4,1,2010-10-13,24515.16,172,1
32304,31,1,2010-06-22,27714.96,168,0
32320,25,1,2006-04-24,16332.03,99,0
32344,4,1,2006-05-02,22765.86,138,0
32355,25,1,2009-10-08,17651.79,107,0
32463,11,1,2009-04-03,3464.37,21,0
32517,14,1,2009-12-30,8743.41,53,0
32521,4,1,2008-08-23,28539.81,173,0
32619,10,1,2009-01-03,32004.18,194,0
32678,15,1,2007-06-05,15507.18,94,0
32744,13,1,2009-03-12,12372.75,75,0
33033,8,1,2009-11-23,8578.44,52,0
33124,20,1,2005-02-13,23755.68,144,0
33144,31,1,2007-07-30,13692.51,83,0
33212,3,1,2006-02-16,3629.34,22,0
33273,1,1,2005-08-26,9568.26,58,0
33296,26,1,2007-07-23,21941.01,133,0
33316,15,1,2009-03-30,9898.2,60,0
33430,34,1,2009-08-07,12702.69,77,0
33493,6,1,2008-10-19,28704.78,174,0
33709,21,1,2005-10-17,11877.84,72,0
33828,24,1,2010-03-03,21611.07,131,0
33885,33,1,2005-09-26,6103.89,37,0
34011,28,1,2005-05-09,29529.63,179,0
34101,40,1,2009-10-18,5938.92,36,0
34329,25,1,2008-10-21,29034.72,176,0
34382,31,1,2009-10-11,8578.44,52,0
34525,16,1,2005-04-03,32169.15,195,0
34557,27,1,2006-08-12,16167.06,98,0
34565,22,1,2006-11-28,16661.97,101,0
34677,13,1,2008-12-31,9238.32,56,0
34682,40,1,2008-04-12,2804.49,17,0
34739,17,1,2005-11-09,28374.84,172,0
34759,15,1,2008-11-21,6598.8,40,0
34762,18,1,2006-10-24,18971.55,115,0
34861,31,1,2009-07-15,32664.06,198,0
34974,12,1,2006-01-25,6763.77,41,0
35048,21,1,2008-11-02,8743.41,53,0
35207,8,1,2007-02-09,14022.45,85,0
35212,16,1,2008-05-05,13362.57,81,0
35297,12,1,2007-12-23,4289.22,26,0
35454,28,1,2006-06-20,20951.19,127,0
35727,20,1,2009-08-30,12537.72,76,0
35915,5,1,2010-04-17,22270.95,135,0
35983,10,1,2009-09-18,7258.68,44,0
36016,22,1,2008-03-16,8743.41,53,0
36053,38,1,2009-03-10,4619.16,28,0
36066,17,1,2005-08-15,14847.3,90,0
36098,12,1,2005-05-12,18971.55,115,0
36131,35,1,2010-09-11,16991.91,103,0
36189,7,1,2009-07-24,7918.56,48,0
36191,22,1,2008-07-20,1979.64,12,0
36228,16,1,2005-06-22,21611.07,131,0
36241,23,1,2006-06-26,12537.72,76,0
36292,21,1,2010-02-03,20951.19,127,0
36324,13,1,2009-09-06,30354.48,184,0
36460,11,1,2009-07-03,2639.52,16,0
36464,17,1,2006-01-17,31179.33,189,0
36472,25,1,2007-06-26,10558.08,64,0
36544,29,1,2005-12-01,10558.08,64,0
36582,33,1,2005-03-26,22765.86,138,0
36588,33,1,2009-03-26,12867.66,78,0
36761,8,1,2005-06-08,20291.31,123,0
36828,14,1,2009-12-19,12702.69,77,0
36851,34,1,2010-01-13,20456.28,124,0
37100,27,1,2010-03-16,1814.67,11,0
37110,5,1,2008-08-13,30189.51,183,0
37171,36,1,2005-05-17,31014.36,188,0
37265,10,1,2009-03-18,17156.88,104,0
37275,40,1,2005-10-19,25735.32,156,0
37368,8,1,2005-05-19,10063.17,61,0
37372,39,1,2007-10-10,22600.89,137,0
37379,2,1,2010-03-18,24415.56,148,0
37406,11,1,2005-05-20,21941.01,133,0
37607,9,1,2006-10-08,23920.65,145,0
37674,18,1,2008-01-14,17816.76,108,0
37710,31,1,2006-12-31,21446.1,130,0
37774,40,1,2010-04-20,28869.75,175,0
37795,4,1,2006-08-03,12702.69,77,0
37858,26,1,2007-03-31,14517.36,88,0
37884,12,1,2008-11-15,28044.9,170,0
37912,19,1,2006-10-19,30024.54,182,0
38039,5,1,2006-12-14,32004.18,194,0
38050,7,1,2007-09-14,31179.33,189,0
38056,4,1,2007-09-28,26065.26,158,0
38099,3,1,2006-04-16,22765.86,138,0
38113,35,1,2009-05-27,7093.71,43,0
38126,39,1,2009-07-02,15507.18,94,0
38166,13,1,2007-08-31,6433.83,39,0
38228,34,1,2006-12-01,24250.59,147,0
38262,3,1,2006-09-07,18311.67,111,0
38284,19,1,2007-04-05,30849.39,187,0
38394,36,1,2009-01-28,25570.35,155,0
38464,4,1,2008-07-19,26395.2,160,0
38563,24,1,2010-06-01,2639.52,16,0
38969,19,1,2008-09-21,32829.03,199,0
38982,28,1,2008-05-07,26395.2,160,0
39112,12,1,2007-11-23,24250.59,147,0
39219,19,1,2008-03-10,13197.6,80,0
39244,13,1,2006-11-21,15342.21,93,0
39247,24,1,2006-05-07,23425.74,142,0
39311,21,1,2006-09-08,28869.75,175,0
39327,21,1,2008-03-29,5114.07,31,0
39538,36,1,2008-09-01,5938.92,36,0
39549,11,1,2008-06-15,30189.51,183,0
39567,13,1,2010-10-27,6103.89,37,0
39598,40,1,2007-12-04,6928.74,42,0
39639,32,1,2006-07-31,10888.02,66,0
39739,3,1,2010-02-23,3629.34,22,0
39798,6,1,2009-09-27,26065.26,158,0
39804,32,1,2006-02-28,22600.89,137,0
39857,8,1,2009-06-13,31509.27,191,0
39870,6,1,2005-02-08,16661.97,101,0
39906,10,1,2008-07-22,29694.6,180,0
39942,34,1,2008-11-15,4454.19,27,0
39979,21,1,2009-12-23,1979.64,12,0
40089,24,1,2005-08-18,29694.6,180,0
40400,1,1,2007-04-07,23095.8,140,0
40407,22,1,2006-06-19,20951.19,127,0
40452,23,1,2006-08-29,10888.02,66,0
40486,3,1,2006-04-13,23920.65,145,0
40513,7,1,2007-01-28,10888.02,66,0
40514,19,1,2005-12-22,23920.65,145,0
40553,16,1,2005-04-07,24745.5,150,0
40779,35,1,2009-02-23,8248.5,50,0
40816,17,1,2006-01-27,13362.57,81,0
40849,34,1,2008-01-05,5279.04,32,0
40921,4,1,2010-09-29,11217.96,68,0
40929,5,1,2009-07-01,22435.92,136,0
40990,7,1,2006-09-24,8743.41,53,0
40991,35,1,2008-07-25,12372.75,75,0
41015,28,1,2007-06-16,26890.11,163,0
41092,7,1,2010-05-27,24415.56,148,0
41134,12,1,2006-10-16,4124.25,25,0
41163,26,1,2009-05-18,6268.86,38,0
41196,35,1,2005-06-07,32169.15,195,0
41205,20,1,2008-09-18,24910.47,151,0
41259,23,1,2005-03-28,14847.3,90,0
41307,39,1,2009-06-26,8083.53,49,0
41354,5,1,2009-11-22,7918.56,48,0
41527,11,1,2007-08-17,4454.19,27,0
41754,37,1,2009-09-12,17816.76,108,0
41929,1,1,2005-06-06,26230.23,159,0
41951,9,1,2008-04-07,7423.65,45,0
42002,27,1,2009-11-20,2474.55,15,0
42144,3,1,2007-06-10,15342.21,93,0
42148,8,1,2006-03-12,3464.37,21,0
42245,9,1,2010-02-03,13527.54,82,0
42259,34,1,2010-08-11,6928.74,42,0
42305,15,1,2010-06-05,31014.36,188,0
42358,12,1,2005-10-09,30519.45,185,0
42424,20,1,2007-01-10,29694.6,180,0
42445,35,1,2008-08-19,21941.01,133,0
42460,27,1,2007-10-16,24085.62,146,0
42476,17,1,2007-02-12,22765.86,138,0
42581,19,1,2005-03-09,6268.86,38,0
42605,31,1,2010-01-31,25075.44,152,0
42618,19,1,2006-02-14,18806.58,114,0
42727,31,1,2007-12-28,5938.92,36,0
42746,16,1,2007-02-17,28869.75,175,0
42766,18,1,2005-02-13,31839.21,193,0
42789,36,1,2006-11-30,11052.99,67,0
42798,14,1,2008-07-27,29364.66,178,0
42804,26,1,2008-04-19,2144.61,13,0
42894,20,1,2009-08-12,8743.41,53,0
42962,13,1,2005-09-06,30684.42,186,0
43025,39,1,2006-05-02,29529.63,179,0
43112,21,1,2008-02-29,15012.27,91,0
43220,2,1,2008-03-09,16167.06,98,0
43238,22,1,2007-08-26,31509.27,191,0
43247,31,1,2005-11-11,8743.41,53,0
43296,36,1,2010-05-13,2144.61,13,0
43498,18,1,2010-02-27,7423.65,45,0
43521,13,1,2006-01-06,19961.37,121,0
43564,7,1,2009-08-19,23425.74,142,0
43574,27,1,2006-01-17,10393.11,63,0
43647,25,1,2010-01-08,15672.15,95,0
43661,19,1,2007-10-23,17651.79,107,0
43851,2,1,2009-12-13,31509.27,191,0
43906,1,1,2008-07-16,3959.28,24,0
44056,6,1,2007-10-17,32994,200,0
44340,15,1,2009-02-04,20951.19,127,0
44531,5,1,2007-11-09,7753.59,47,0
44623,12,1,2008-12-22,31014.36,188,0
44644,12,1,2010-10-20,23755.68,144,0
