invoiceID,customerID,prodID,saleDate,amt,qty,discounted,orderDate,shippingMethod,orderMethod,paymentMethod,shippingCost,division
3654,19,1,2010-06-22,21281.13,129,0,,,,,,TPCW
3726,16,1,2006-09-01,12042.81,73,0,,,,,,TPCW
3772,22,1,2006-05-31,5444.01,33,0,,,,,,TPCW
3824,8,1,2008-03-01,17156.88,104,0,,,,,,TPCW
3866,15,1,2008-08-27,17816.76,108,0,,,,,,TPCW
3965,7,1,2005-10-16,17651.79,107,0,,,,,,TPCW
4132,26,1,2009-05-26,6268.86,38,0,,,,,,TPCW
4170,37,1,2008-02-26,5938.92,36,0,,,,,,TPCW
4172,13,1,2010-03-05,9403.29,57,0,,,,,,TPCW
4232,12,1,2010-08-05,13857.48,84,0,,,,,,TPCW
4235,28,1,2009-08-24,2144.61,13,0,,,,,,TPCW
4340,5,1,2009-08-10,27714.96,168,0,,,,,,TPCW
4406,19,1,2010-03-23,22765.86,138,0,,,,,,TPCW
4415,37,1,2007-02-23,30024.54,182,0,,,,,,TPCW
4430,35,1,2005-04-14,4124.25,25,0,,,,,,TPCW
4721,9,1,2005-08-10,7423.65,45,0,,,,,,TPCW
4983,35,1,2005-08-14,4454.19,27,0,,,,,,TPCW
5161,28,1,2009-01-18,9238.32,56,0,,,,,,TPCW
5221,38,1,2006-12-25,32334.12,196,0,,,,,,TPCW
5232,32,1,2009-09-07,5279.04,32,0,,,,,,TPCW
5319,1,1,2007-06-02,29694.6,180,0,,,,,,TPCW
5488,19,1,2009-09-23,32829.03,199,0,,,,,,TPCW
5669,2,1,2009-03-17,19631.43,119,0,,,,,,TPCW
5677,18,1,2010-05-12,29529.63,179,0,,,,,,TPCW
5711,35,1,2006-09-23,17321.85,105,0,,,,,,TPCW
5725,15,1,2008-05-22,18971.55,115,0,,,,,,TPCW
5880,4,1,2007-02-19,32169.15,195,0,,,,,,TPCW
6278,16,1,2009-03-01,22600.89,137,0,,,,,,TPCW
6286,22,1,2010-05-24,16002.09,97,0,,,,,,TPCW
6351,17,1,2010-03-17,22765.86,138,0,,,,,,TPCW
6410,22,1,2010-09-29,18311.67,111,0,,,,,,TPCW
6463,39,1,2007-03-05,9403.29,57,0,,,,,,TPCW
6480,40,1,2005-07-16,11547.9,70,0,,,,,,TPCW
6572,29,1,2010-03-16,14022.45,85,0,,,,,,TPCW
6698,24,1,2006-03-03,19136.52,116,0,,,,,,TPCW
6758,9,1,2007-01-20,22435.92,136,0,,,,,,TPCW
6797,18,1,2006-05-05,29199.69,177,0,,,,,,TPCW
6814,25,1,2006-06-12,3299.4,20,0,,,,,,TPCW
6829,32,1,2010-09-08,5279.04,32,0,,,,,,TPCW
6923,36,1,2006-06-26,26395.2,160,0,,,,,,TPCW
7092,19,1,2009-03-02,7093.71,43,0,,,,,,TPCW
7112,32,1,2009-12-06,4949.1,30,0,,,,,,TPCW
7182,27,1,2008-02-06,22930.83,139,0,,,,,,TPCW
7194,33,1,2005-01-31,6928.74,42,0,,,,,,TPCW
7293,7,1,2009-03-06,25075.44,152,0,,,,,,TPCW
7299,26,1,2009-02-25,4784.13,29,0,,,,,,TPCW
7418,16,1,2010-02-15,24250.59,147,0,,,,,,TPCW
7440,16,1,2008-06-12,9073.35,55,0,,,,,,TPCW
7471,17,1,2009-07-21,9403.29,57,0,,,,,,TPCW
7543,35,1,2010-04-11,30849.39,187,0,,,,,,TPCW
7707,30,1,2009-09-15,5608.98,34,0,,,,,,TPCW
7987,13,1,2009-08-15,24250.59,147,0,,,,,,TPCW
8012,2,1,2006-05-27,32994,200,0,,,,,,TPCW
8132,31,1,2008-08-16,28209.87,171,0,,,,,,TPCW
8207,4,1,2005-07-14,13032.63,79,0,,,,,,TPCW
8240,24,1,2007-05-15,32664.06,198,0,,,,,,TPCW
8244,13,1,2005-07-27,32664.06,198,0,,,,,,TPCW
8289,28,1,2007-03-21,30684.42,186,0,,,,,,TPCW
8293,38,1,2008-11-10,15012.27,91,0,,,,,,TPCW
8296,34,1,2010-01-09,3134.43,19,0,,,,,,TPCW
8358,34,1,2008-10-13,10393.11,63,0,,,,,,TPCW
8367,5,1,2009-03-14,29199.69,177,0,,,,,,TPCW
8560,32,1,2008-10-12,9403.29,57,0,,,,,,TPCW
8607,39,1,2008-04-10,7093.71,43,0,,,,,,TPCW
8702,15,1,2006-06-27,18476.64,112,0,,,,,,TPCW
8806,11,1,2010-01-03,12207.78,74,0,,,,,,TPCW
8861,26,1,2008-07-26,20126.34,122,0,,,,,,TPCW
8893,1,1,2009-11-21,17486.82,106,0,,,,,,TPCW
8985,16,1,2006-11-22,32334.12,196,0,,,,,,TPCW
9081,19,1,2006-05-20,30024.54,182,0,,,,,,TPCW
9109,12,1,2006-09-18,5444.01,33,0,,,,,,TPCW
9192,35,1,2006-07-15,14847.3,90,0,,,,,,TPCW
9222,39,1,2010-09-13,29199.69,177,0,,,,,,TPCW
9321,34,1,2010-03-02,20951.19,127,0,,,,,,TPCW
9523,3,1,2007-03-26,26230.23,159,0,,,,,,TPCW
9680,4,1,2010-05-29,23095.8,140,0,,,,,,TPCW
9733,6,1,2008-08-08,4949.1,30,0,,,,,,TPCW
9735,11,1,2010-06-10,29364.66,178,0,,,,,,TPCW
9768,4,1,2008-12-10,3299.4,20,0,,,,,,TPCW
9792,2,1,2009-04-01,5114.07,31,0,,,,,,TPCW
9866,7,1,2006-11-08,1649.7,10,0,,,,,,TPCW
9924,4,1,2007-06-29,3299.4,20,0,,,,,,TPCW
9955,37,1,2006-10-16,24580.53,149,0,,,,,,TPCW
10144,32,1,2010-08-11,26065.26,158,0,,,,,,TPCW
10260,8,1,2010-06-25,7753.59,47,0,,,,,,TPCW
10294,12,1,2009-12-15,21446.1,130,0,,,,,,TPCW
10475,12,1,2007-01-09,19136.52,116,0,,,,,,TPCW
10479,40,1,2009-02-05,6433.83,39,0,,,,,,TPCW
10509,39,1,2008-10-13,26065.26,158,0,,,,,,TPCW
10593,33,1,2007-01-21,21446.1,130,0,,,,,,TPCW
10746,29,1,2008-06-12,7423.65,45,0,,,,,,TPCW
10868,6,1,2006-08-24,22105.98,134,0,,,,,,TPCW
11001,24,1,2009-04-25,3464.37,21,0,,,,,,TPCW
11142,25,1,2006-06-17,25570.35,155,0,,,,,,TPCW
11212,38,1,2009-03-25,18806.58,114,0,,,,,,TPCW
11262,11,1,2005-04-05,2969.46,18,0,,,,,,TPCW
11310,20,1,2008-05-20,3629.34,22,0,,,,,,TPCW
11344,16,1,2009-10-25,9568.26,58,0,,,,,,TPCW
11441,19,1,2008-09-18,23260.77,141,0,,,,,,TPCW
11589,16,1,2005-08-04,18641.61,113,0,,,,,,TPCW
11866,29,1,2009-04-17,32829.03,199,0,,,,,,TPCW
11873,26,1,2009-02-05,22435.92,136,0,,,,,,TPCW
11998,28,1,2008-09-21,3134.43,19,0,,,,,,TPCW
12275,15,1,2007-01-05,8743.41,53,0,,,,,,TPCW
12329,38,1,2010-01-08,17651.79,107,0,,,,,,TPCW
12330,28,1,2009-05-30,16826.94,102,0,,,,,,TPCW
12366,40,1,2010-03-15,22600.89,137,0,,,,,,TPCW
12382,33,1,2005-06-28,27385.02,166,0,,,,,,TPCW
12438,1,1,2008-12-01,30684.42,186,0,,,,,,TPCW
12491,38,1,2008-08-22,27549.99,167,0,,,,,,TPCW
12540,17,1,2007-03-30,30024.54,182,0,,,,,,TPCW
12568,12,1,2010-04-09,5773.95,35,0,,,,,,TPCW
12707,35,1,2009-03-10,13692.51,83,0,,,,,,TPCW
12818,37,1,2007-10-04,11052.99,67,0,,,,,,TPCW
12977,12,1,2006-10-06,21611.07,131,0,,,,,,TPCW
13007,12,1,2005-11-14,17816.76,108,0,,,,,,TPCW
13054,20,1,2010-01-09,17156.88,104,0,,,,,,TPCW
13294,24,1,2005-07-15,19961.37,121,0,,,,,,TPCW
13417,26,1,2010-02-17,31674.24,192,0,,,,,,TPCW
13478,29,1,2006-04-06,5773.95,35,0,,,,,,TPCW
13486,25,1,2005-03-03,29034.72,176,0,,,,,,TPCW
13662,9,1,2008-12-19,11877.84,72,0,,,,,,TPCW
13668,13,1,2007-06-10,10723.05,65,0,,,,,,TPCW
13711,25,1,2007-03-08,31674.24,192,0,,,,,,TPCW
13817,29,1,2008-11-10,6763.77,41,0,,,,,,TPCW
13931,34,1,2007-06-27,14187.42,86,0,,,,,,TPCW
13964,6,1,2006-11-15,30354.48,184,0,,,,,,TPCW
13981,20,1,2005-02-25,26230.23,159,0,,,,,,TPCW
14024,38,1,2009-04-30,3464.37,21,0,,,,,,TPCW
14117,12,1,2009-04-22,27055.08,164,0,,,,,,TPCW
14164,19,1,2008-11-01,3299.4,20,0,,,,,,TPCW
14197,24,1,2009-03-31,23260.77,141,0,,,,,,TPCW
14262,2,1,2006-05-13,10393.11,63,0,,,,,,TPCW
14276,16,1,2005-01-15,6598.8,40,0,,,,,,TPCW
14283,19,1,2006-05-14,12042.81,73,0,,,,,,TPCW
14345,6,1,2008-10-20,19136.52,116,0,,,,,,TPCW
14685,30,1,2009-02-21,24415.56,148,0,,,,,,TPCW
14697,17,1,2005-01-04,17651.79,107,0,,,,,,TPCW
14782,22,1,2005-09-19,21611.07,131,0,,,,,,TPCW
14816,23,1,2005-10-17,9073.35,55,0,,,,,,TPCW
14864,30,1,2006-07-27,8908.38,54,0,,,,,,TPCW
14946,19,1,2010-10-12,18641.61,113,0,,,,,,TPCW
14949,3,1,2009-04-14,7258.68,44,0,,,,,,TPCW
14968,26,1,2006-03-07,13527.54,82,0,,,,,,TPCW
15014,20,1,2006-07-12,6103.89,37,0,,,,,,TPCW
15047,28,1,2008-11-16,29364.66,178,0,,,,,,TPCW
15144,17,1,2008-09-28,2969.46,18,0,,,,,,TPCW
15179,19,1,2007-09-13,11712.87,71,0,,,,,,TPCW
15235,15,1,2007-05-21,12702.69,77,0,,,,,,TPCW
15370,36,1,2007-01-22,32664.06,198,0,,,,,,TPCW
15437,31,1,2009-12-02,11877.84,72,0,,,,,,TPCW
15561,35,1,2008-10-21,14682.33,89,0,,,,,,TPCW
15614,2,1,2008-10-18,17486.82,106,0,,,,,,TPCW
15749,18,1,2009-02-26,3299.4,20,0,,,,,,TPCW
15755,26,1,2006-05-22,16497,100,0,,,,,,TPCW
15820,39,1,2009-03-25,7258.68,44,0,,,,,,TPCW
15839,5,1,2010-03-12,10228.14,62,0,,,,,,TPCW
15875,28,1,2006-09-28,16332.03,99,0,,,,,,TPCW
16033,17,1,2009-07-18,12867.66,78,0,,,,,,TPCW
16043,9,1,2010-01-27,22435.92,136,0,,,,,,TPCW
16054,13,1,2010-02-16,32664.06,198,0,,,,,,TPCW
16160,34,1,2010-07-07,13527.54,82,0,,,,,,TPCW
16201,6,1,2007-03-08,11877.84,72,0,,,,,,TPCW
16253,10,1,2006-02-28,20951.19,127,0,,,,,,TPCW
16260,32,1,2009-12-16,9568.26,58,0,,,,,,TPCW
16269,11,1,2009-02-05,31179.33,189,0,,,,,,TPCW
16270,28,1,2010-03-02,28539.81,173,0,,,,,,TPCW
16336,38,1,2006-05-29,13197.6,80,0,,,,,,TPCW
16546,28,1,2005-09-30,22930.83,139,0,,,,,,TPCW
16564,8,1,2006-11-02,27714.96,168,0,,,,,,TPCW
16589,3,1,2005-09-26,7258.68,44,0,,,,,,TPCW
16600,14,1,2005-06-20,1649.7,10,0,,,,,,TPCW
16623,4,1,2010-02-15,9073.35,55,0,,,,,,TPCW
16887,13,1,2008-09-20,7093.71,43,0,,,,,,TPCW
16906,18,1,2006-09-12,20126.34,122,0,,,,,,TPCW
16938,13,1,2010-05-28,11877.84,72,0,,,,,,TPCW
16940,24,1,2007-05-06,32169.15,195,0,,,,,,TPCW
16985,23,1,2008-08-04,23920.65,145,0,,,,,,TPCW
17010,1,1,2009-11-15,20786.22,126,0,,,,,,TPCW
17137,33,1,2005-11-11,16991.91,103,0,,,,,,TPCW
17151,35,1,2006-04-20,32004.18,194,0,,,,,,TPCW
17264,21,1,2008-07-08,31179.33,189,0,,,,,,TPCW
17283,40,1,2008-10-10,5608.98,34,0,,,,,,TPCW
17293,40,1,2008-11-01,24085.62,146,0,,,,,,TPCW
17454,4,1,2007-02-14,24250.59,147,0,,,,,,TPCW
17468,14,1,2006-04-21,11382.93,69,0,,,,,,TPCW
17473,27,1,2008-01-27,20951.19,127,0,,,,,,TPCW
17528,1,1,2007-03-04,9568.26,58,0,,,,,,TPCW
17610,27,1,2009-08-02,6268.86,38,0,,,,,,TPCW
17794,28,1,2010-02-13,31344.3,190,0,,,,,,TPCW
17820,30,1,2007-09-26,7918.56,48,0,,,,,,TPCW
17878,1,1,2007-05-26,5608.98,34,0,,,,,,TPCW
17977,11,1,2006-06-02,29859.57,181,0,,,,,,TPCW
18014,17,1,2005-03-11,13527.54,82,0,,,,,,TPCW
18036,33,1,2009-01-16,15012.27,91,0,,,,,,TPCW
18124,3,1,2010-01-08,17651.79,107,0,,,,,,TPCW
18297,7,1,2008-06-14,31674.24,192,0,,,,,,TPCW
18300,36,1,2009-05-31,16826.94,102,0,,,,,,TPCW
18342,37,1,2009-03-06,22600.89,137,0,,,,,,TPCW
18380,19,1,2009-07-16,9733.23,59,0,,,,,,TPCW
18669,28,1,2007-10-13,14847.3,90,0,,,,,,TPCW
18779,5,1,2010-03-18,14187.42,86,0,,,,,,TPCW
19039,23,1,2007-10-27,14517.36,88,0,,,,,,TPCW
19106,5,1,2005-07-17,7093.71,43,0,,,,,,TPCW
19125,9,1,2007-06-07,31509.27,191,0,,,,,,TPCW
19159,10,1,2007-02-08,14352.39,87,0,,,,,,TPCW
19190,23,1,2007-02-25,16661.97,101,0,,,,,,TPCW
19263,30,1,2009-03-29,7918.56,48,0,,,,,,TPCW
19315,37,1,2008-08-17,22270.95,135,0,,,,,,TPCW
19350,25,1,2007-02-12,4289.22,26,0,,,,,,TPCW
19471,14,1,2005-06-25,18971.55,115,0,,,,,,TPCW
19482,12,1,2008-09-30,31839.21,193,0,,,,,,TPCW
19498,17,1,2007-06-03,18146.7,110,0,,,,,,TPCW
19578,14,1,2010-01-25,17816.76,108,0,,,,,,TPCW
19597,21,1,2006-08-09,16002.09,97,0,,,,,,TPCW
19819,13,1,2005-05-05,8413.47,51,0,,,,,,TPCW
19858,32,1,2010-03-27,21116.16,128,0,,,,,,TPCW
19947,19,1,2006-02-13,3959.28,24,0,,,,,,TPCW
19960,26,1,2006-03-12,12372.75,75,0,,,,,,TPCW
19982,40,1,2010-05-02,5773.95,35,0,,,,,,TPCW
20050,25,1,2009-06-09,19961.37,121,0,,,,,,TPCW
20107,13,1,2007-03-26,9403.29,57,0,,,,,,TPCW
20116,22,1,2007-08-02,19961.37,121,0,,,,,,TPCW
20205,40,1,2009-03-25,4124.25,25,0,,,,,,TPCW
20206,13,1,2007-01-11,31509.27,191,0,,,,,,TPCW
20263,21,1,2008-10-12,20291.31,123,0,,,,,,TPCW
20456,2,1,2010-03-23,9238.32,56,0,,,,,,TPCW
20511,15,1,2008-07-09,2969.46,18,0,,,,,,TPCW
20517,24,1,2005-02-17,5938.92,36,0,,,,,,TPCW
20527,34,1,2006-06-14,20456.28,124,0,,,,,,TPCW
20667,30,1,2008-08-10,30024.54,182,0,,,,,,TPCW
20763,30,1,2010-08-12,6433.83,39,0,,,,,,TPCW
20838,17,1,2009-02-01,17816.76,108,0,,,,,,TPCW
20959,22,1,2009-02-18,8578.44,52,0,,,,,,TPCW
20983,33,1,2006-11-13,30024.54,182,0,,,,,,TPCW
21044,40,1,2007-11-20,30189.51,183,0,,,,,,TPCW
21147,7,1,2007-06-01,15342.21,93,0,,,,,,TPCW
21183,27,1,2005-09-16,4619.16,28,0,,,,,,TPCW
21189,1,1,2006-09-28,24250.59,147,0,,,,,,TPCW
21266,16,1,2006-08-23,30354.48,184,0,,,,,,TPCW
21293,18,1,2010-08-25,12042.81,73,0,,,,,,TPCW
21412,35,1,2009-03-12,14352.39,87,0,,,,,,TPCW
21443,30,1,2005-08-14,25735.32,156,0,,,,,,TPCW
21694,16,1,2010-01-20,9073.35,55,0,,,,,,TPCW
21739,21,1,2005-06-08,27220.05,165,0,,,,,,TPCW
21754,7,1,2007-05-03,6103.89,37,0,,,,,,TPCW
21812,7,1,2009-10-17,10063.17,61,0,,,,,,TPCW
21815,5,1,2009-01-14,2639.52,16,0,,,,,,TPCW
22148,34,1,2008-12-19,2969.46,18,0,,,,,,TPCW
22483,29,1,2006-04-30,30024.54,182,0,,,,,,TPCW
22538,3,1,2005-06-29,18641.61,113,0,,,,,,TPCW
22602,13,1,2007-03-24,20951.19,127,0,,,,,,TPCW
22797,25,1,2005-10-31,28374.84,172,0,,,,,,TPCW
22909,1,1,2009-08-06,2309.58,14,0,,,,,,TPCW
23007,32,1,2009-12-12,16497,100,0,,,,,,TPCW
23017,30,1,2007-04-27,32994,200,0,,,,,,TPCW
23089,2,1,2009-10-31,27385.02,166,0,,,,,,TPCW
23140,11,1,2008-06-07,14847.3,90,0,,,,,,TPCW
23193,13,1,2005-06-06,24250.59,147,0,,,,,,TPCW
23202,16,1,2008-08-06,7423.65,45,0,,,,,,TPCW
23720,32,1,2008-08-25,23425.74,142,0,,,,,,TPCW
23808,16,1,2008-04-30,14352.39,87,0,,,,,,TPCW
23935,20,1,2005-06-04,23920.65,145,0,,,,,,TPCW
24025,38,1,2007-08-20,1649.7,10,0,,,,,,TPCW
24258,17,1,2009-02-21,25735.32,156,0,,,,,,TPCW
24359,21,1,2007-09-16,11217.96,68,0,,,,,,TPCW
24402,6,1,2006-05-06,31839.21,193,0,,,,,,TPCW
24404,9,1,2006-03-30,25735.32,156,0,,,,,,TPCW
24462,20,1,2007-12-17,21116.16,128,0,,,,,,TPCW
24541,2,1,2006-03-23,9733.23,59,0,,,,,,TPCW
24681,34,1,2006-12-09,15507.18,94,0,,,,,,TPCW
24690,18,1,2008-07-27,11712.87,71,0,,,,,,TPCW
24760,4,1,2009-10-21,27714.96,168,0,,,,,,TPCW
24771,3,1,2007-03-24,30684.42,186,0,,,,,,TPCW
24823,27,1,2005-01-22,19961.37,121,0,,,,,,TPCW
24855,40,1,2005-01-28,25075.44,152,0,,,,,,TPCW
24874,10,1,2005-09-22,3629.34,22,0,,,,,,TPCW
24902,20,1,2009-05-05,17321.85,105,0,,,,,,TPCW
24907,6,1,2005-08-14,4784.13,29,0,,,,,,TPCW
25091,31,1,2005-08-02,28374.84,172,0,,,,,,TPCW
25293,12,1,2008-08-17,10558.08,64,0,,,,,,TPCW
25426,16,1,2008-08-10,29694.6,180,0,,,,,,TPCW
25507,37,1,2007-08-05,21611.07,131,0,,,,,,TPCW
25552,19,1,2010-10-25,23095.8,140,0,,,,,,TPCW
25640,31,1,2008-05-22,30024.54,182,0,,,,,,TPCW
25714,24,1,2009-03-30,27055.08,164,0,,,,,,TPCW
25729,39,1,2008-01-22,30189.51,183,0,,,,,,TPCW
25845,22,1,2006-03-21,22765.86,138,0,,,,,,TPCW
25972,30,1,2006-11-29,6103.89,37,0,,,,,,TPCW
26087,30,1,2010-02-07,30519.45,185,0,,,,,,TPCW
26130,23,1,2009-08-20,3464.37,21,0,,,,,,TPCW
26185,28,1,2010-01-25,26065.26,158,0,,,,,,TPCW
26200,3,1,2006-07-26,20786.22,126,0,,,,,,TPCW
26238,22,1,2005-11-20,28704.78,174,0,,,,,,TPCW
26282,12,1,2007-02-04,25735.32,156,0,,,,,,TPCW
26352,9,1,2007-06-21,8743.41,53,0,,,,,,TPCW
26381,33,1,2006-08-06,13362.57,81,0,,,,,,TPCW
26478,26,1,2008-10-02,23095.8,140,0,,,,,,TPCW
26518,39,1,2010-10-19,15837.12,96,0,,,,,,TPCW
26527,13,1,2006-04-24,28374.84,172,0,,,,,,TPCW
26529,28,1,2008-07-16,10063.17,61,0,,,,,,TPCW
26615,13,1,2005-03-20,10723.05,65,0,,,,,,TPCW
26617,28,1,2009-04-22,32829.03,199,0,,,,,,TPCW
26634,32,1,2007-10-19,30849.39,187,0,,,,,,TPCW
26682,37,1,2008-06-27,28044.9,170,0,,,,,,TPCW
26799,25,1,2007-08-26,31179.33,189,0,,,,,,TPCW
26834,40,1,2009-04-10,6433.83,39,0,,,,,,TPCW
26944,22,1,2010-03-12,15837.12,96,0,,,,,,TPCW
26970,34,1,2006-05-11,15672.15,95,0,,,,,,TPCW
27292,5,1,2008-01-10,3134.43,19,0,,,,,,TPCW
27365,25,1,2006-03-08,5938.92,36,0,,,,,,TPCW
27413,19,1,2010-02-03,18476.64,112,0,,,,,,TPCW
27569,19,1,2008-01-30,22930.83,139,0,,,,,,TPCW
27667,27,1,2007-10-26,11877.84,72,0,,,,,,TPCW
27726,24,1,2006-11-19,8083.53,49,0,,,,,,TPCW
27848,3,1,2010-04-02,29364.66,178,0,,,,,,TPCW
27889,40,1,2007-05-10,4454.19,27,0,,,,,,TPCW
27924,39,1,2009-12-20,17816.76,108,0,,,,,,TPCW
27983,22,1,2007-05-14,29859.57,181,0,,,,,,TPCW
28106,1,1,2005-02-24,21116.16,128,0,,,,,,TPCW
28269,21,1,2008-11-20,4289.22,26,0,,,,,,TPCW
28376,26,1,2009-09-23,30189.51,183,0,,,,,,TPCW
28502,27,1,2007-12-19,2639.52,16,0,,,,,,TPCW
28514,27,1,2007-12-04,9403.29,57,0,,,,,,TPCW
28656,39,1,2008-05-25,13197.6,80,0,,,,,,TPCW
28758,35,1,2008-06-15,2309.58,14,0,,,,,,TPCW
28767,17,1,2009-09-06,3464.37,21,0,,,,,,TPCW
28800,21,1,2006-06-01,25240.41,153,0,,,,,,TPCW
28873,21,1,2007-09-06,11382.93,69,0,,,,,,TPCW
28893,17,1,2010-07-18,22270.95,135,0,,,,,,TPCW
28913,26,1,2006-08-10,26230.23,159,0,,,,,,TPCW
28973,5,1,2005-06-07,2969.46,18,0,,,,,,TPCW
29065,29,1,2005-08-11,19631.43,119,0,,,,,,TPCW
29211,26,1,2007-10-12,6928.74,42,0,,,,,,TPCW
29362,15,1,2009-04-09,4784.13,29,0,,,,,,TPCW
29366,22,1,2006-03-29,14187.42,86,0,,,,,,TPCW
29477,15,1,2009-12-04,8908.38,54,0,,,,,,TPCW
29701,7,1,2005-07-25,18641.61,113,0,,,,,,TPCW
29852,35,1,2010-07-15,12867.66,78,0,,,,,,TPCW
29858,21,1,2009-07-16,31674.24,192,0,,,,,,TPCW
29930,18,1,2008-12-22,2309.58,14,0,,,,,,TPCW
29933,25,1,2007-08-16,16332.03,99,0,,,,,,TPCW
30019,3,1,2007-04-26,18476.64,112,0,,,,,,TPCW
30067,13,1,2007-07-30,17651.79,107,0,,,,,,TPCW
30081,26,1,2009-09-16,2474.55,15,0,,,,,,TPCW
30205,24,1,2010-02-10,20456.28,124,0,,,,,,TPCW
30238,9,1,2006-06-04,13692.51,83,0,,,,,,TPCW
30251,33,1,2008-06-29,10063.17,61,0,,,,,,TPCW
30319,8,1,2008-10-13,7753.59,47,0,,,,,,TPCW
30372,3,1,2005-10-28,32334.12,196,0,,,,,,TPCW
30487,6,1,2007-01-23,28539.81,173,0,,,,,,TPCW
30522,12,1,2006-06-29,17156.88,104,0,,,,,,TPCW
30562,28,1,2009-06-27,3464.37,21,0,,,,,,TPCW
30704,3,1,2010-03-16,28704.78,174,0,,,,,,TPCW
30761,22,1,2006-11-09,7753.59,47,0,,,,,,TPCW
30809,36,1,2010-05-27,28539.81,173,0,,,,,,TPCW
30817,23,1,2007-01-12,14352.39,87,0,,,,,,TPCW
30961,2,1,2006-11-16,14847.3,90,0,,,,,,TPCW
30998,21,1,2008-12-09,17651.79,107,0,,,,,,TPCW
31068,19,1,2009-04-27,2804.49,17,0,,,,,,TPCW
31212,23,1,2006-08-17,18806.58,114,0,,,,,,TPCW
31272,31,1,2007-08-27,16167.06,98,0,,,,,,TPCW
31358,9,1,2009-11-22,11217.96,68,0,,,,,,TPCW
31360,40,1,2009-09-08,15012.27,91,0,,,,,,TPCW
31548,10,1,2010-01-23,19301.49,117,0,,,,,,TPCW
31675,40,1,2010-03-26,23590.71,143,0,,,,,,TPCW
31678,31,1,2008-02-10,13197.6,80,0,,,,,,TPCW
31685,31,1,2008-03-14,21776.04,132,0,,,,,,TPCW
31975,2,1,2008-01-26,13527.54,82,0,,,,,,TPCW
32045,3,1,2007-07-16,23425.74,142,0,,,,,,TPCW
32100,28,1,2010-05-05,13527.54,82,0,,,,,,TPCW
