saleOrderAttributes_SK,orderDate_SK,saleDate_SK,product_SK,customer_SK,invoiceID,amt,qty,discounted,division
1,168,140,14,9,26397,16922.3,86,0,PEC 
1,168,147,54,17,10606,57160.1,105,0,PEC 
1,168,149,43,12,24439,38633.8,69,0,PEC 
1,170,156,136,84,50036,49616.6,140,0,PEC 
1,171,154,25,95,54244,36925.8,90,0,PEC 
1,171,166,103,1,5505,23621.4,68,0,PEC 
1,171,166,22,1,5505,32125,111,0,PEC 
1,172,167,5,88,7721,34915,123,0,PEC 
1,173,155,6,39,55028,30102,101,0,PEC 
1,175,159,5,12,42521,28676.8,101,0,PEC 
1,175,160,140,74,37584,91774.2,180,0,PEC 
1,176,156,18,39,55029,68754.9,149,0,PEC 
1,176,166,71,84,10746,38712.7,76,0,PEC 
1,176,174,46,46,41800,22663.1,40,0,PEC 
1,178,152,89,81,43893,91264.4,200,0,PEC 
1,181,152,145,95,54243,49142.9,179,0,PEC 
1,181,156,79,94,23771,35126.9,175,0,PEC 
1,181,177,79,1,52289,4244.7,21,0,PEC 
1,182,159,71,1,39552,87605.6,172,0,PEC 
1,184,157,79,24,22280,22491,112,0,PEC 
1,184,171,140,84,35635,56096,110,0,PEC 
1,189,182,120,81,13961,31855.7,100,0,PEC 
1,190,163,68,9,31616,35543.4,153,0,PEC 
1,193,193,147,88,31722,59283.6,119,0,PEC 
1,195,178,89,57,51530,85776.1,188,0,PEC 
1,196,176,133,22,52807,21699.6,45,0,PEC 
1,196,176,18,22,52807,80288,174,0,PEC 
1,196,179,129,3,17821,37584,133,0,PEC 
1,196,182,151,3,23447,36400.4,183,0,PEC 
1,196,182,14,55,28113,6291.3,32,0,PEC 
1,196,184,97,77,54501,18735.9,153,0,PEC 
1,198,177,120,55,12632,34392.8,108,0,PEC 
1,198,198,62,20,30312,26324.7,45,0,PEC 
1,199,175,14,55,12634,12591.4,64,0,PEC 
1,199,188,18,74,32721,68289.6,148,0,PEC 
1,199,195,66,73,55000,19038.2,158,0,PEC 
1,200,172,39,17,43284,66634,155,0,PEC 
1,205,177,140,57,51531,32118.2,63,0,PEC 
1,205,191,22,54,46995,47142.3,163,0,PEC 
1,206,180,43,10,16258,26871.1,48,0,PEC 
1,206,204,103,94,37183,17021.1,49,0,PEC 
1,207,189,92,47,16024,30188.7,151,0,PEC 
1,209,192,39,88,31724,64488.1,150,0,PEC 
1,211,210,27,57,42669,20937.2,37,0,PEC 
1,215,187,88,23,12789,31926.7,108,0,PEC 
1,215,187,114,23,12789,12858.1,22,0,PEC 
1,215,190,151,34,5334,17303.5,87,0,PEC 
1,218,218,18,17,10092,53980.5,117,0,PEC 
1,220,195,6,34,26024,16405.7,55,0,PEC 
1,220,218,89,99,18279,20085.7,44,0,PEC 
1,220,218,5,99,18279,39741.9,140,0,PEC 
1,221,217,39,56,12665,31808.2,74,0,PEC 
1,221,217,88,56,12665,47006,159,0,PEC 
1,222,202,46,9,43927,86034.8,152,0,PEC 
1,222,209,14,1,12417,5112,26,0,PEC 
1,222,216,6,1,8662,39660.6,133,0,PEC 
1,222,216,39,1,8662,22374.2,52,0,PEC 
1,222,220,30,62,25108,33599.4,77,0,PEC 
1,224,205,151,54,12034,26266.3,132,0,PEC 
1,226,206,124,65,18463,33773.8,136,0,PEC 
1,227,218,46,55,7788,9653.7,17,0,PEC 
1,228,200,147,74,34046,37862.2,76,0,PEC 
1,228,203,39,77,40174,64907.9,151,0,PEC 
1,228,215,57,46,19706,16071.3,64,0,PEC 
1,230,202,97,94,37181,5650.8,46,0,PEC 
1,230,213,1,34,1269,6463.8,32,0,PEC 
1,230,213,114,34,1269,90593.8,155,0,PEC 
1,231,232,140,1,44426,71380.8,140,0,PEC 
1,236,226,14,29,48539,28897.7,147,0,PEC 
1,238,235,60,24,49410,29047.5,176,0,PEC 
1,239,233,137,17,51321,40133.3,177,0,PEC 
1,239,233,114,17,51321,79489.9,136,0,PEC 
1,240,214,151,10,46498,5376.2,27,0,PEC 
1,244,221,60,32,9498,20631.1,125,0,PEC 
1,245,224,124,27,54073,4975.3,20,0,PEC 
1,245,241,100,39,15551,66238.5,177,0,PEC 
1,246,217,60,74,494,30701.2,186,0,PEC 
1,249,230,97,81,3844,3678,30,0,PEC 
1,249,248,18,73,38899,65065,141,0,PEC 
1,249,249,89,42,54185,16454.1,36,0,PEC 
1,250,239,147,62,10580,38861.8,78,0,PEC 
1,250,239,14,62,10580,19270.2,98,0,PEC 
1,252,223,100,1,31932,4118,11,0,PEC 
1,253,250,25,20,14088,34872,85,0,PEC 
1,255,231,25,24,120,82036.3,200,0,PEC 
1,255,232,62,10,40126,16949.1,29,0,PEC 
1,256,249,46,54,31664,63401.1,112,0,PEC 
1,256,249,133,54,31664,32790.5,68,0,PEC 
1,257,228,92,22,25625,8030.3,40,0,PEC 
1,257,254,120,65,31025,13699.3,43,0,PEC 
1,257,254,88,65,31025,31928.6,108,0,PEC 
1,259,234,129,3,19810,2854,10,0,PEC 
1,259,238,133,62,10579,75229.3,156,0,PEC 
1,259,260,137,62,44687,32427.3,143,0,PEC 
1,260,257,22,27,30545,41932.1,145,0,PEC 
1,261,245,79,29,38824,13860.4,69,0,PEC 
1,262,246,68,38,20137,21147.3,91,0,PEC 
1,262,257,114,34,20978,26305.3,45,0,PEC 
1,262,257,54,34,20978,43032.8,79,0,PEC 
1,264,263,46,1,34665,93384.4,165,0,PEC 
1,265,258,6,6,14460,18776.5,63,0,PEC 
1,265,258,145,6,14460,24724.7,90,0,PEC 
1,268,249,22,32,41892,27207.7,94,0,PEC 
1,269,245,57,73,38897,27100.9,108,0,PEC 
1,270,245,31,34,2551,99381.6,170,0,PEC 
1,270,260,57,88,36628,34632,138,0,PEC 
1,270,262,39,81,21671,67920.7,158,0,PEC 
1,270,271,71,5,30,31098.3,61,0,PEC 
1,271,245,140,9,43081,87699.7,172,0,PEC 
1,271,245,147,9,43081,91170.2,183,0,PEC 
1,271,272,30,39,3037,48900.6,112,0,PEC 
1,273,268,71,6,8151,14286.6,28,0,PEC 
1,274,260,145,29,3826,51612.3,188,0,PEC 
1,274,267,129,39,3027,40966.8,145,0,PEC 
1,277,264,133,84,14868,90172.9,187,0,PEC 
1,278,254,145,10,53932,32928.7,120,0,PEC 
1,279,257,14,29,3829,6900.1,35,0,PEC 
1,279,266,114,45,7597,105783,181,0,PEC 
1,280,259,79,81,40565,36955,184,0,PEC 
1,282,260,145,99,6515,36500.9,133,0,PEC 
1,283,257,31,94,30794,34492.6,59,0,PEC 
1,283,270,103,23,45227,19104.1,55,0,PEC 
1,283,284,39,10,7050,70064.8,163,0,PEC 
1,284,262,140,94,30789,67305.6,132,0,PEC 
1,284,277,25,10,42034,43070.9,105,0,PEC 
1,284,284,1,34,52775,29471.3,146,0,PEC 
1,285,263,133,34,41459,60293.1,125,0,PEC 
1,286,262,22,3,52044,53508.5,185,0,PEC 
1,286,266,137,5,21,26920.9,141,1,PEC 
1,286,274,11,84,46577,35686.3,71,0,PEC 
1,290,271,46,88,42817,69062.1,122,0,PEC 
1,290,278,147,39,37396,23918.9,48,0,PEC 
1,291,281,88,42,32892,10370.9,35,0,PEC 
1,291,288,89,27,3214,25099.7,55,0,PEC 
1,292,266,151,38,34474,18316.4,92,0,PEC 
1,292,266,5,38,34474,10801,38,0,PEC 
1,292,272,103,99,21437,40665,117,0,PEC 
1,294,271,88,47,35363,21875.2,74,0,PEC 
1,296,270,140,1,12681,81580.8,160,0,PEC 
1,299,278,129,46,53249,20630.6,73,0,PEC 
1,301,298,124,46,12118,21624.3,87,0,PEC 
1,303,275,151,65,31838,36987.4,186,0,PEC 
1,303,289,54,74,28852,84374.8,155,0,PEC 
1,303,297,36,5,36151,14570.8,51,0,PEC 
1,304,280,89,62,44012,14155.6,31,0,PEC 
1,304,280,71,62,44012,72351.6,142,0,PEC 
1,305,285,66,74,25878,8188.8,68,0,PEC 
1,305,285,30,74,25878,70705.8,162,0,PEC 
1,307,288,137,77,18957,37661.1,166,0,PEC 
1,307,296,11,88,37153,55294.1,110,0,PEC 
1,307,296,62,88,37153,13452.3,23,0,PEC 
1,307,297,1,6,1828,9501.8,47,0,PEC 
1,308,302,46,12,39301,73595.2,130,0,PEC 
1,310,298,18,42,18620,54905.8,119,0,PEC 
1,311,304,110,55,41345,42573.8,125,0,PEC 
1,311,309,137,94,40653,10431.5,46,0,PEC 
1,312,292,110,22,13300,25558.8,75,0,PEC 
1,314,296,25,55,53779,73031.3,178,0,PEC 
1,314,296,31,32,38929,95293.9,163,0,PEC 
1,316,290,57,65,30997,13810.3,55,0,PEC 
1,316,298,18,23,21830,58144.2,126,0,PEC 
1,316,304,30,29,28252,31438.1,72,0,PEC 
1,318,308,120,77,30710,59550.4,187,0,PEC 
1,319,296,60,101,21964,11892.2,72,0,PEC 
1,319,303,14,88,16534,13969.7,71,0,PEC 
1,321,294,79,57,55451,8032.3,40,0,PEC 
1,321,310,137,91,18876,14077.9,62,0,PEC 
1,322,294,136,23,21833,9218.1,26,0,PEC 
1,322,297,136,29,7560,16303.6,46,0,PEC 
1,322,311,68,39,36233,15795.3,68,0,PEC 
1,324,325,6,27,2612,55747.7,187,0,PEC 
1,325,308,124,94,40652,48402.9,195,0,PEC 
1,325,308,5,94,40652,56503.7,199,0,PEC 
1,326,297,66,55,53762,13124.2,109,0,PEC 
1,327,305,31,99,3811,16963.3,29,0,PEC 
1,327,308,14,95,52925,10424.7,53,0,PEC 
1,328,318,140,95,32339,74444.5,146,0,PEC 
1,329,305,31,73,29951,113995.4,195,0,PEC 
1,331,325,1,95,11766,16165.4,80,0,PEC 
1,332,321,151,27,47998,36996,186,0,PEC 
1,332,321,62,27,47998,58439.7,100,0,PEC 
1,332,323,136,88,44533,15250.6,43,0,PEC 
1,334,310,66,32,25647,9905,82,0,PEC 
1,336,318,6,23,4136,54835.9,184,0,PEC 
1,336,321,133,10,19903,42932.8,89,0,PEC 
1,336,335,39,73,50104,67053.2,156,0,PEC 
1,337,311,79,12,23969,19070.9,95,0,PEC 
1,338,313,43,3,23012,86224,154,0,PEC 
1,339,312,22,32,25645,23720,82,0,PEC 
1,340,335,54,42,35684,63684.6,117,0,PEC 
1,341,317,66,6,52179,19023.7,158,0,PEC 
1,342,339,124,34,27342,47930.4,193,0,PEC 
1,343,322,151,53,42394,25879.3,130,0,PEC 
1,343,342,100,39,32419,7113.9,19,0,PEC 
1,344,340,103,17,6302,12175.1,35,0,PEC 
1,344,340,100,17,6302,74847,200,0,PEC 
1,345,317,18,53,42400,36933.4,80,0,PEC 
1,345,320,54,27,26578,92551.2,170,0,PEC 
1,345,339,43,56,42644,99645.6,178,0,PEC 
1,346,321,147,81,30143,13960,28,0,PEC 
1,346,341,22,32,29569,33558.8,116,0,PEC 
1,346,341,30,27,7291,31863.4,73,0,PEC 
1,347,336,27,74,40294,31682,56,0,PEC 
1,349,327,151,65,39790,4782.2,24,0,PEC 
1,349,328,43,101,19076,79504.1,142,0,PEC 
1,351,340,136,81,48673,63090,178,0,PEC 
1,352,333,54,45,3232,88733.2,163,0,PEC 
1,352,336,1,34,27347,10715.4,53,0,PEC 
1,352,347,71,46,13437,81494.1,160,0,PEC 
1,354,329,30,1,44601,68941.7,158,0,PEC 
1,355,328,89,12,38222,28293.6,62,0,PEC 
1,355,328,18,12,38222,45213,98,0,PEC 
1,355,331,11,27,47566,10583.7,21,0,PEC 
1,355,331,114,27,47566,47924.3,82,0,PEC 
1,357,328,57,73,15542,43424.1,173,0,PEC 
1,359,335,25,88,27801,22162.9,54,0,PEC 
1,361,342,60,94,54618,21949.3,133,0,PEC 
1,361,362,136,56,28357,63074.7,178,0,PEC 
1,362,354,49,94,40287,3825.4,23,0,PEC 
1,363,356,120,46,33852,33114.3,104,0,PEC 
1,363,364,71,101,31381,77935.4,153,0,PEC 
1,364,364,30,24,14574,72438.6,166,0,PEC 
1,366,353,97,39,53033,8084.1,66,0,PEC 
1,367,356,18,55,10451,34611.5,75,0,PEC 
1,367,368,6,46,7354,4784.6,16,0,PEC 
1,368,362,145,45,1978,29099,106,0,PEC 
1,370,359,103,20,15558,25706.3,74,0,PEC 
1,371,351,68,65,18100,39722.2,171,0,PEC 
1,372,353,151,22,34208,26661.7,134,0,PEC 
1,374,352,97,81,20475,23511.8,192,0,PEC 
1,375,359,18,9,48318,55366.6,120,0,PEC 
1,375,372,39,6,8832,25360.7,59,0,PEC 
1,376,353,140,55,31141,70350.8,138,0,PEC 
1,376,353,68,55,31141,18600.2,80,0,PEC 
1,376,357,27,9,48298,21496,38,0,PEC 
1,376,365,110,29,50029,46664.9,137,0,PEC 
1,376,373,133,77,26668,8686.4,18,0,PEC 
1,379,360,83,6,46773,51930.2,122,0,PEC 
1,379,372,14,54,18123,22231,113,0,PEC 
1,379,376,92,20,23570,22797,114,0,PEC 
1,384,374,133,6,8840,6280.2,13,0,PEC 
1,385,383,66,95,42761,20108.9,167,0,PEC 
1,386,366,133,94,2845,63164.4,131,0,PEC 
1,387,360,68,55,10448,14196.3,61,0,PEC 
1,387,365,39,77,28404,79954.8,186,0,PEC 
1,387,387,25,6,23375,28719.8,70,0,PEC 
1,389,369,54,47,21758,93089.8,171,0,PEC 
1,390,386,71,95,19533,83021.2,163,0,PEC 
1,390,386,57,53,16640,45936.4,183,0,PEC 
1,390,387,136,29,47976,57050.7,161,0,PEC 
1,391,380,100,9,52174,47528.7,127,0,PEC 
1,391,381,18,27,8759,28613.2,62,0,PEC 
1,391,392,49,77,40870,6944.1,42,0,PEC 
1,392,375,36,95,25661,28002.5,98,0,PEC 
1,392,385,120,9,45992,45232.4,142,0,PEC 
1,394,373,151,9,31623,3385.4,17,0,PEC 
1,396,381,30,3,40103,9618.1,22,0,PEC 
1,397,385,36,101,17570,30278.8,106,0,PEC 
1,399,371,110,17,25018,58922.3,173,0,PEC 
1,399,381,43,29,41770,85103.6,152,0,PEC 
1,400,391,36,56,26794,11740,41,0,PEC 
1,401,388,62,29,10348,92335.4,158,0,PEC 
1,401,388,30,29,10348,78551.4,180,0,PEC 
1,401,396,79,42,26505,23892.2,119,0,PEC 
1,402,381,25,95,25659,26695.6,65,0,PEC 
1,403,379,30,62,2246,72445.5,166,0,PEC 
1,406,387,137,74,53139,34466.9,152,0,PEC 
1,406,387,57,74,53139,38402.8,153,0,PEC 
1,406,387,49,74,53139,13553.6,82,0,PEC 
1,407,395,46,55,43722,82071.3,145,0,PEC 
1,408,390,36,5,32434,20289.2,71,0,PEC 
1,409,384,31,1,10495,22231.2,38,0,PEC 
1,409,390,11,6,23382,46250.6,92,0,PEC 
1,409,406,97,12,38717,10659.9,87,0,PEC 
1,411,393,124,57,12459,33031,133,0,PEC 
1,413,401,100,95,50064,15745,42,0,PEC 
1,415,409,6,77,9916,33988.6,114,0,PEC 
1,415,409,1,77,9916,24012.9,119,0,PEC 
1,416,388,54,47,50495,8167.4,15,0,PEC 
1,416,391,92,95,31797,24186.8,121,0,PEC 
1,416,393,54,54,32466,43016.8,79,0,PEC 
1,416,411,54,91,27904,27770.9,51,0,PEC 
1,417,400,129,101,28005,17812.7,63,0,PEC 
1,417,404,133,27,18780,36662.9,76,0,PEC 
1,418,398,110,54,14333,29293,86,0,PEC 
1,419,405,18,46,21039,30931.6,67,0,PEC 
1,419,419,11,1,2480,65842.1,131,0,PEC 
1,420,402,27,45,26796,30544.1,54,0,PEC 
1,422,420,54,17,18881,88745.6,163,0,PEC 
1,423,415,31,53,31997,96471.2,165,0,PEC 
1,425,403,92,45,4384,29591.7,148,0,PEC 
1,427,420,151,91,33954,36196,182,0,PEC 
1,428,420,5,42,14398,32653.8,115,0,PEC 
1,429,430,62,22,1962,52598,90,0,PEC 
1,432,429,71,17,51155,14790.2,29,0,PEC 
1,433,424,114,42,14400,41502.1,71,0,PEC 
1,433,424,30,5,7670,45830.2,105,0,PEC 
1,434,416,5,12,32441,56786.7,200,0,PEC 
1,435,411,83,1,14852,14045.6,33,0,PEC 
1,435,411,5,1,14852,46853.4,165,0,PEC 
1,436,424,1,62,33161,19383.3,96,0,PEC 
1,436,426,49,53,29179,5964.3,36,0,PEC 
1,436,432,88,9,45063,38432.5,130,0,PEC 
1,438,425,49,46,50095,16040.7,97,0,PEC 
1,438,427,97,84,29731,6500.5,53,0,PEC 
1,439,429,25,39,33477,78769.3,192,0,PEC 
1,439,429,137,39,33477,43767.6,193,0,PEC 
1,439,439,18,95,51847,21689.9,47,0,PEC 
1,440,433,30,5,13214,43223.2,99,0,PEC 
1,440,440,110,88,6686,3418.2,10,0,PEC 
1,441,429,88,74,35876,25427.5,86,0,PEC 
1,441,431,46,99,11299,32271.3,57,0,PEC 
1,442,423,124,46,54324,37237.3,150,0,PEC 
1,443,423,136,23,712,30134.6,85,0,PEC 
1,443,439,31,74,26635,23384.7,40,0,PEC 
1,444,418,89,24,10085,83951.9,184,0,PEC 
1,444,418,147,24,10085,41839.7,84,0,PEC 
1,444,430,30,46,50094,16592.8,38,0,PEC 
1,444,440,97,74,26637,13100.4,107,0,PEC 
1,444,445,147,62,32181,55787,112,0,PEC 
1,446,417,71,94,13280,74872.4,147,0,PEC 
1,446,433,97,12,9213,4776.5,39,0,PEC 
1,447,429,66,22,12010,15661.6,130,0,PEC 
1,447,446,120,45,51908,14651.5,46,0,PEC 
1,449,433,11,45,37599,42737.5,85,0,PEC 
1,449,437,30,6,34636,21840.4,50,0,PEC 
1,451,430,147,55,50738,54797.4,110,0,PEC 
1,451,437,83,17,30574,80877.1,190,0,PEC 
1,451,440,54,94,49094,100698.4,185,0,PEC 
1,453,435,1,10,44065,2223.2,11,0,PEC 
1,454,433,120,29,33060,44596.1,140,0,PEC 
1,456,430,79,38,47952,7027.2,35,0,PEC 
1,456,450,46,39,47941,34533.2,61,0,PEC 
1,458,444,57,29,2198,7036.8,28,0,PEC 
