customer_SK,saleDate_SK,orderDate_SK,saleOrderAttributes_SK,amt,qty
1,303,317,36,96228.6,170
1,305,305,14,26098.2,104
1,305,305,23,54424.5,192
1,306,329,15,31665.2,161
1,306,329,33,89876.5,202
1,309,318,25,2516.8,11
1,312,323,27,42876.9,151
1,314,322,15,53134.1,188
1,316,344,8,7420.0,34
1,316,344,26,7668.3,38
1,317,323,9,21008.0,105
1,318,332,9,72781.9,171
1,318,332,18,25993.3,92
1,318,332,27,34921.0,123
1,320,339,9,11240.8,33
1,321,340,2,82571.0,194
1,321,340,29,51187.2,142
1,322,324,5,54487.3,128
1,323,332,20,3502.8,29
1,323,332,29,58375.7,156
1,324,335,9,70242.4,141
1,326,333,23,19185.8,116
1,329,354,1,68941.7,158
1,329,354,10,10460.6,37
1,332,357,31,20863.1,76
1,333,339,14,9464.2,32
1,334,334,28,10361.4,86
1,335,345,6,24755.0,150
1,335,345,24,26296.4,92
1,336,359,7,5593.3,24
1,336,359,25,4275.1,10
1,338,352,28,47758.1,174
1,341,345,24,84627.3,166
1,342,367,5,22778.1,138
1,342,367,32,90483.5,160
1,343,346,10,106986.5,248
1,343,346,19,28939.0,106
1,344,345,13,84456.6,168
1,344,345,31,12866.4,22
1,345,374,26,78861.7,142
1,346,365,16,91796.2,157
1,349,358,26,111260.8,275
1,353,373,6,32748.7,56
1,355,371,19,110459.1,290
1,355,371,28,41996.2,147
1,356,366,3,27174.6,48
1,356,366,21,15295.8,44
1,358,385,5,49125.2,173
1,358,385,23,21469.0,72
1,360,382,22,36806.2,184
1,360,382,31,118658.8,256
1,362,383,4,20807.9,170
1,362,383,31,23862.7,56
1,363,377,5,90783.4,372
1,364,386,15,35109.7,174
1,365,388,6,31813.1,74
1,366,389,8,112836.4,193
1,366,389,35,63427.1,149
1,367,392,10,23432.6,55
1,368,384,9,59656.7,174
1,369,374,26,156077.3,361
1,370,374,19,15204.4,26
1,370,374,28,52442.6,148
1,372,393,20,18106.2,36
1,373,373,6,25065.0,126
1,373,373,15,28018.5,88
1,374,388,18,56051.0,99
1,375,375,23,11104.0,23
1,376,388,17,82995.7,195
1,376,388,26,22196.3,111
1,378,384,12,15575.6,67
1,379,399,10,35924.6,66
1,379,399,28,46427.0,82
1,380,397,5,44959.8,239
1,381,401,31,41542.3,122
1,382,402,31,12725.5,34
1,383,392,16,26391.6,132
1,384,409,1,22231.2,38
1,385,394,9,16106.2,57
1,386,409,10,20956.9,174
1,386,409,19,40364.4,200
1,387,390,34,14657.9,43
1,388,413,17,24244.3,82
1,388,413,35,103191.6,198
1,391,419,21,39989.9,93
1,392,405,10,8267.1,50
1,393,404,3,15809.4,53
1,394,407,9,31530.8,109
1,396,395,9,20949.9,174
1,396,395,27,53183.8,91
1,398,426,27,8490.7,17
1,400,424,22,32028.0,161
1,400,424,31,76912.5,151
1,403,423,5,17803.1,89
1,404,433,34,31766.2,140
1,407,425,19,12715.5,56
1,410,426,33,77121.8,169
1,411,435,1,60899.0,198
1,411,435,19,36003.1,180
1,413,416,25,29844.3,206
1,415,424,28,72832.9,151
1,416,418,5,15014.8,91
1,417,439,14,24685.3,58
1,419,419,1,65842.1,131
1,419,419,10,15023.1,75
1,420,423,7,95842.0,185
1,421,443,17,21034.9,66
1,422,433,17,70694.7,162
1,422,433,26,35275.1,63
1,422,433,35,18373.5,81
1,424,440,28,9043.5,75
1,425,451,12,76302.0,186
1,426,431,8,93540.7,194
1,426,431,26,53137.6,186
1,427,444,7,70691.4,162
1,429,428,21,97435.8,179
1,431,446,27,45683.7,99
1,433,435,24,38586.2,135
1,434,457,32,64906.2,111
1,435,450,7,49397.3,132
1,435,450,34,38650.9,154
1,438,448,20,25983.5,61
1,439,455,31,131882.7,232
1,440,441,12,55415.8,99
1,441,468,10,50307.0,117
1,441,468,19,77918.7,155
1,442,461,2,14829.4,59
1,442,461,11,13714.1,43
1,442,461,29,27725.1,49
1,445,473,10,74909.2,293
1,446,454,23,40331.5,69
1,448,466,21,18236.1,63
1,450,478,13,8195.4,29
1,451,458,1,8671.4,17
1,453,461,5,22049.7,180
1,454,460,18,20547.0,71
1,454,460,27,58021.9,239
1,454,460,36,30130.2,150
1,456,473,4,14047.9,85
1,456,473,13,7393.4,18
1,459,459,32,29916.8,109
1,462,464,17,41737.5,83
1,463,488,23,49808.9,88
1,463,488,32,26758.8,118
1,466,495,14,14159.4,26
1,467,484,6,14648.5,59
1,467,484,24,76592.4,131
1,468,484,27,140729.2,343
1,469,474,8,127275.2,315
1,469,474,35,12877.3,78
1,470,491,28,52164.1,113
1,471,483,1,18412.0,54
1,472,487,27,129516.0,267
1,473,479,32,79637.2,244
1,475,491,18,38626.0,109
1,476,479,17,26054.2,129
1,477,482,17,40055.9,107
1,477,482,26,107637.3,276
1,478,495,13,65374.7,192
1,479,482,6,16981.0,141
1,481,494,19,25490.8,45
1,482,507,3,89474.7,178
1,485,513,17,34471.3,122
1,486,491,14,36061.1,159
1,488,508,10,61381.8,197
1,488,508,28,21600.1,87
1,490,501,27,16784.4,74
1,491,511,27,27818.2,98
1,492,519,1,25083.2,126
1,494,509,10,58827.7,117
1,496,514,32,40904.4,70
1,498,508,13,70279.0,327
1,498,508,22,26594.4,47
1,499,518,25,58908.2,173
1,500,522,16,23464.9,118
1,501,511,4,149785.0,273
1,502,516,3,27789.3,139
1,504,505,17,26314.7,47
1,505,527,2,28114.2,143
1,506,510,29,15052.5,91
1,510,535,36,38553.1,170
1,511,534,22,69736.7,140
1,512,536,19,49750.9,172
1,514,538,11,80006.7,226
1,515,544,27,38577.1,80
1,516,519,1,37257.1,150
1,516,519,10,14202.1,33
1,519,522,25,18388.0,54
1,521,543,18,65264.0,128
1,521,543,36,75164.1,239
1,522,550,16,125922.4,306
1,524,551,6,42000.4,91
1,524,551,24,87664.4,176
1,525,554,29,48167.8,194
1,526,532,6,31083.4,61
1,528,536,1,8071.5,67
1,528,536,19,48008.1,110
1,530,545,22,40240.0,123
1,531,552,1,10230.7,24
1,532,559,16,26218.9,61
1,532,559,25,7963.2,28
1,533,556,5,83418.1,173
1,533,556,23,31952.5,75
1,534,563,8,9858.4,24
1,535,564,30,29746.4,128
1,541,568,33,101498.2,323
1,544,544,4,48544.3,137
1,544,544,13,39937.1,134
1,545,562,14,22967.2,77
1,546,557,31,7111.4,25
1,547,562,32,61450.1,193
1,549,551,23,21485.7,107
1,553,564,35,57978.6,253
1,554,556,11,26033.0,90
1,556,565,1,20843.0,106
1,557,565,17,26736.3,103
1,559,558,9,75134.0,138
1,562,563,17,77639.9,161
1,564,577,13,9294.3,46
1,565,571,24,93501.8,307
1,567,570,32,59168.4,139
1,568,569,36,99634.2,200
1,570,578,9,51646.2,138
1,571,589,7,56537.6,101
1,577,605,6,44116.4,78
1,577,605,15,4982.9,20
1,577,605,33,9180.5,19
1,578,595,21,95256.2,175
1,578,595,30,97918.6,173
1,579,588,7,27518.4,64
1,580,606,10,38872.3,78
1,580,606,28,11122.1,19
1,583,601,27,45355.0,200
1,583,601,36,23416.1,47
1,587,592,10,28118.9,140
1,588,591,3,79989.6,195
1,588,591,30,43408.6,173
1,589,603,28,14600.0,42
1,590,609,3,23070.2,50
1,592,601,5,31527.1,139
1,592,601,23,111640.3,191
1,592,601,32,7245.0,25
1,593,598,32,27749.9,49
1,594,603,8,18686.1,95
1,594,603,26,37731.4,152
1,594,603,35,111032.6,190
1,595,613,1,66194.9,154
1,595,613,19,5185.5,26
1,596,611,7,83843.9,197
1,596,611,16,49403.4,174
1,596,611,34,32792.2,68
1,597,613,14,4442.6,15
1,598,623,32,81847.3,140
1,599,625,17,83346.2,191
1,600,621,10,75973.5,130
1,601,623,3,116889.4,200
1,602,606,28,98217.5,168
1,604,627,35,13551.1,68
1,605,613,16,22210.2,38
1,605,613,34,45585.5,78
1,607,635,6,44665.7,158
1,607,635,15,7098.0,25
1,607,635,24,25100.5,108
1,610,617,18,39251.2,143
1,612,637,3,32336.4,196
1,612,637,30,97923.9,173
1,616,620,19,58878.6,104
1,619,638,3,32650.8,144
1,619,638,21,78353.5,134
1,620,646,9,6244.3,11
1,623,647,15,89837.4,226
1,624,647,36,63232.2,124
1,625,631,6,56364.0,177
1,625,631,15,91751.6,157
1,626,633,24,66046.2,161
1,626,633,33,15532.2,79
1,627,634,1,35079.2,101
1,629,647,5,65508.2,232
1,629,647,14,4964.6,14
1,629,647,32,40530.5,119
1,633,656,33,14133.3,50
1,634,652,1,84639.8,319
1,635,640,18,38959.9,194
1,636,665,12,30288.1,106
1,636,665,21,97105.9,357
1,637,656,19,13713.9,83
1,638,638,20,4786.4,29
1,640,644,24,16751.9,59
1,641,666,4,55067.0,108
1,641,666,13,17475.3,77
1,642,670,16,63520.0,231
1,642,670,34,61461.8,193
1,643,669,4,42355.9,133
1,643,669,22,10678.1,43
1,644,649,19,91756.5,157
1,644,649,28,15316.9,77
1,646,658,36,68098.7,200
1,647,650,26,52276.5,183
1,648,656,4,53848.7,118
1,649,667,16,109281.4,187
1,650,656,2,24186.4,71
1,650,656,11,25319.5,102
1,652,681,8,10719.2,37
1,652,681,17,13250.6,108
1,656,655,30,36637.7,146
1,659,674,2,61980.0,209
1,659,674,20,60470.0,195
1,660,689,13,59804.5,124
1,660,689,22,3799.9,19
1,660,689,31,36267.2,62
1,663,665,28,8288.2,26
1,665,672,7,19314.7,33
1,665,672,16,32624.7,120
1,666,683,23,70145.4,120
1,669,674,21,118401.3,298
1,670,699,3,22099.6,89
1,670,699,21,26862.8,107
1,671,700,11,7141.3,14
1,671,700,29,49037.1,144
1,672,671,2,20999.8,46
1,673,675,13,64813.1,158
1,673,675,31,23261.4,190
1,674,692,19,32651.9,94
1,675,682,2,46421.0,108
1,675,682,29,59540.6,129
1,676,678,9,2967.0,15
1,676,678,18,23388.6,117
1,678,680,22,85147.0,281
1,679,680,35,19360.3,38
1,680,700,14,31125.2,134
1,681,685,34,21099.0,93
1,682,693,2,81920.4,163
1,682,693,11,34342.6,171
1,684,693,9,35404.7,65
1,684,693,36,82338.3,242
1,685,694,9,21667.0,177
1,685,694,36,18584.8,92
1,686,693,22,52629.4,178
1,688,695,1,40168.2,160
1,688,695,10,63985.5,171
1,689,705,15,73314.3,168
1,690,710,3,86668.5,170
1,690,710,21,16113.3,57
1,691,704,17,9090.0,55
1,691,704,26,68257.8,263
1,692,721,8,24466.0,53
1,695,696,11,41441.1,151
1,695,696,29,50392.5,169
1,696,705,10,62052.4,136
1,697,723,31,58810.0,117
1,698,724,14,74875.4,147
1,698,724,32,65346.5,130
1,699,721,2,5597.5,24
1,701,718,11,25801.3,94
1,701,718,20,52483.3,115
1,702,727,7,82163.5,193
1,703,710,24,36000.8,181
1,705,729,18,37037.1,87
1,706,735,4,16338.2,38
1,707,733,22,24460.3,82
1,708,734,35,27359.3,67
1,709,712,13,2826.7,17
1,711,732,5,58366.9,156
1,711,732,23,52441.0,154
1,712,718,11,33312.7,88
1,712,718,29,10416.5,36
1,713,726,29,64133.5,139
1,714,725,6,11924.0,59
1,715,729,31,55004.2,186
1,716,743,27,9801.3,80
1,719,730,33,54380.3,188
1,720,745,5,22398.9,111
1,721,723,4,48177.5,192
1,723,745,21,22344.8,89
1,727,754,7,80056.2,157
1,727,754,25,9260.0,17
1,730,738,15,38142.2,112
1,731,751,24,59024.2,101
1,732,742,14,76746.2,141
1,732,742,32,19009.0,115
1,733,733,2,49977.2,169
1,733,733,20,89968.6,374
1,737,750,7,122209.0,254
1,737,750,16,62140.8,146
1,737,750,25,20567.9,72
1,737,750,34,12836.9,43
1,738,755,21,36676.2,98
1,741,768,11,24838.5,84
1,741,768,20,54069.9,127
1,742,764,18,38902.7,112
1,744,749,34,26698.5,133
1,745,755,11,76899.3,153
1,748,775,1,90354.7,198
1,748,775,19,8595.6,52
1,749,754,8,9461.1,32
1,751,773,33,67316.4,119
1,752,755,10,18932.1,41
1,752,755,19,133639.1,314
1,753,760,15,123318.9,300
1,753,760,24,30004.5,53
1,753,760,33,11930.4,99
1,757,784,10,33275.1,69
1,760,784,11,93008.8,185
1,761,760,2,54453.9,118
1,762,776,11,77890.4,183
1,762,776,29,12606.1,63
1,763,772,20,55813.2,230
1,763,772,29,76924.2,153
1,765,788,13,49227.0,120
1,765,788,22,39141.6,195
1,767,795,23,44315.2,87
1,768,769,6,12647.3,105
1,769,770,12,5876.7,48
1,770,787,7,22650.8,76
1,770,787,34,59589.3,140
1,773,787,22,8681.4,18
1,774,788,20,6122.7,50
1,777,786,30,42270.1,143
1,778,786,35,4314.2,26
1,779,785,14,69976.6,187
1,779,785,32,13536.4,31
1,780,788,36,14537.2,72
1,785,806,5,90355.8,166
1,785,806,23,48011.2,141
1,786,796,36,85399.3,151
1,787,789,3,9800.6,18
1,787,789,12,40775.9,141
1,787,789,30,25179.7,79
1,788,802,28,6119.7,37
1,789,811,18,70404.5,146
1,791,820,5,83039.1,182
1,792,821,33,6120.6,37
1,793,800,3,30433.4,131
1,793,800,30,12487.9,27
1,794,808,22,43233.0,145
1,795,795,14,66860.3,163
1,795,795,23,51431.9,88
1,799,828,19,28850.7,51
1,801,824,15,66343.8,191
1,804,822,31,13307.3,47
1,805,806,9,23426.2,82
1,805,806,18,65860.6,176
1,808,814,22,22200.1,111
1,809,828,13,63222.8,124
1,810,812,36,17913.1,79
1,811,838,23,14312.7,31
1,812,815,3,20468.0,124
1,813,832,5,41455.9,167
1,813,832,32,89503.6,194
1,814,825,15,13422.0,45
1,816,815,22,33129.6,146
1,817,816,36,59042.0,170
1,818,837,25,62658.0,184
1,819,822,17,29373.3,117
1,819,822,26,34495.1,79
1,820,845,10,15325.4,45
1,821,844,27,84937.4,169
1,821,844,36,5533.6,22
1,822,836,4,33045.7,146
1,823,846,24,33339.9,96
1,825,824,34,23842.4,96
1,827,832,15,20812.4,170
1,827,832,24,43094.8,149
1,828,848,30,3857.6,13
1,830,846,3,19954.9,88
1,831,851,27,8549.1,17
1,832,861,6,83974.7,150
1,832,861,33,12635.1,46
1,834,836,2,24588.2,85
1,834,836,29,13059.6,65
1,835,851,15,84665.4,194
1,836,845,1,62050.1,164
1,836,845,28,47373.9,81
1,837,853,6,12418.5,39
1,839,863,21,86975.6,173
1,841,862,10,36071.5,79
1,842,860,7,14053.5,70
1,843,842,26,11122.2,32
1,843,842,35,35574.0,95
1,845,859,21,88843.1,320
1,845,859,30,6371.3,17
1,846,858,24,88546.9,207
1,846,858,33,29788.2,120
1,847,851,12,21111.6,73
1,847,851,30,37924.4,67
1,849,861,26,25548.9,119
1,851,865,14,29598.3,148
1,852,860,9,13714.1,83
1,853,863,22,45389.1,104
1,854,855,28,19495.4,69
1,856,884,21,25869.9,73
1,859,875,25,21142.0,91
1,860,881,25,20108.2,44
1,861,873,2,38078.4,135
1,861,873,29,45771.9,162
1,862,861,21,8171.8,15
1,863,880,32,7781.2,31
1,867,884,18,172449.5,323
1,868,868,12,8841.6,38
1,868,868,30,7106.6,59
1,870,892,19,52597.8,90
1,871,895,18,43073.5,124
1,872,878,3,61589.5,110
1,872,878,21,36139.5,179
1,874,879,4,94027.0,195
1,875,886,26,4938.9,17
1,876,888,34,29791.8,120
1,878,886,33,17192.9,74
1,879,898,36,39142.7,195
1,881,894,5,103490.7,177
1,882,909,26,88119.3,191
1,883,894,10,62512.8,167
1,885,892,2,19223.2,65
1,885,892,11,10489.1,87
1,886,897,14,31090.6,73
1,886,897,32,43321.2,136
1,888,905,7,111678.7,191
1,888,905,34,40220.7,80
1,889,910,18,9590.7,21
1,889,910,36,15062.1,125
1,890,896,11,63286.6,145
1,891,907,4,111626.8,191
1,892,901,21,27490.9,63
1,892,901,30,48708.7,87
1,894,907,34,51401.1,148
1,895,910,20,29342.2,149
1,896,925,23,47417.4,191
1,897,898,7,8843.3,38
1,898,906,20,65900.1,151
1,898,906,29,30082.4,59
1,899,913,21,29109.4,176
1,900,914,25,32102.9,111
1,902,930,28,19391.8,67
1,904,924,29,101872.4,200
1,905,904,27,64151.8,133
1,907,936,5,90713.2,162
1,908,930,11,83527.6,164
1,909,935,19,63213.6,137
1,910,909,28,115725.6,198
1,911,918,9,76309.3,186
1,913,914,3,60620.7,178
1,914,921,13,65476.9,145
1,914,921,31,44565.6,154
1,919,936,20,54568.2,133
1,920,947,20,49827.7,88
1,921,928,5,94672.6,162
1,921,928,32,21899.5,109
1,925,926,9,39474.4,139
1,925,926,18,54919.0,155
1,925,926,27,40691.4,144
1,926,947,24,7311.6,21
1,926,947,33,25434.0,126
1,928,953,29,46831.2,94
1,930,932,3,66098.1,164
1,930,932,30,80232.5,215
1,932,933,13,2751.2,10
1,934,956,2,36504.9,147
1,934,956,20,7271.0,36
1,935,934,21,11503.5,27
1,936,960,27,119028.5,274
1,936,960,36,31544.2,89
1,937,937,3,53519.2,116
1,937,937,12,50994.6,100
1,937,937,21,106809.9,209
1,939,947,27,39395.7,96
1,939,947,36,72490.5,124
1,940,965,26,4385.4,10
1,941,948,3,24101.0,200
1,942,967,15,63138.3,116
1,942,967,24,58371.0,139
1,943,945,5,82643.8,146
1,944,965,14,75492.1,173
1,944,965,23,7547.6,15
1,944,965,32,14699.3,27
1,946,950,14,31303.7,138
1,948,964,31,23581.5,83
1,949,964,18,25412.0,154
1,951,956,5,19693.0,99
1,952,954,5,59802.8,124
1,952,954,23,22481.0,66
1,953,956,4,83046.4,182
1,954,980,21,37941.9,188
1,955,971,26,92703.6,182
1,955,971,35,42465.3,75
1,956,976,4,26574.9,93
1,957,958,29,101519.2,321
1,959,982,13,15184.2,37
1,960,961,5,38895.5,155
1,961,982,8,26739.6,162
1,961,982,35,10191.8,41
1,963,972,34,36378.7,73
1,964,972,12,104505.0,328
1,964,972,30,5471.0,27
1,965,965,2,99545.9,298
1,966,966,9,42096.1,149
1,966,966,18,19887.0,39
1,970,992,17,6085.0,21
1,971,982,21,19609.9,98
1,972,983,35,12442.8,44
1,975,976,33,27104.2,63
1,977,1004,7,76123.3,165
1,978,1004,15,19743.0,62
1,979,1007,17,22936.7,139
1,980,992,15,31261.6,90
1,984,1012,19,75675.5,139
1,985,994,21,124673.1,276
1,985,994,30,79422.6,182
1,986,1002,21,12384.7,101
1,988,989,5,4770.3,16
1,989,1002,11,18503.3,151
1,989,1002,29,27907.0,68
1,990,1009,18,26224.6,74
1,991,990,9,36931.7,183
1,991,990,36,36464.9,126
1,993,1003,14,88255.3,151
1,994,1014,4,7475.7,37
1,994,1014,22,75220.9,156
1,995,1011,9,6042.6,26
1,995,1011,27,65882.3,176
1,995,1011,36,90902.6,197
1,996,1014,4,53961.6,191
1,997,1026,6,13965.1,28
1,998,1017,18,8625.7,38
1,999,1020,18,77178.6,132
1,1000,1014,15,34404.0,101
1,1001,1018,19,13586.9,24
1,1002,1007,23,9509.5,47
1,1005,1014,25,8968.8,31
1,1006,1021,8,43839.6,75
